Filename,DEVICE,MODE,DATE,TIME,Par.Record,Meas. Point No.,Outer Diameter,Wall Thickness,Roughness,Pipe Material,Lining,Medium,Medium Temperat.,Transducer Type,Sound Path,Transd. Distance,Damping,Full-Scale Val.,Current Loop,Storage Rate,Physic. Quant.,Unit Of Measure,Numb.Of Meas.Val,MEASURE_Avg,MEASURE_Median,MEASURE_Mode,MEASURE_Max,MEASURE_Min,SSPEED_Avg,SSPEED_Median,SSPEED_Mode,SSPEED_Max,SSPEED_Min
260512_1000_47-6.22_114.csv,G 608ST-60802901,STORED,12.05.2026,10:00:14,,: B:47-6.22,114.0 mm,4.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,36.0 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],177,17.8951,17.81,16.28,22.7,13.65,1254.3616,1550.6,30,1690.5,26
260512_1007_47-6.7_323.csv,G 608ST-60802901,STORED,12.05.2026,10:07:29,,: B:47-6.7,323.0 mm,5.0 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,197.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],186,737.693,737.24,764,770.17,706.95,1457.4586,1505.3,1507.8,1514.1,32
260512_1010_47-6.7_323.csv,G 608ST-60802901,STORED,12.05.2026,10:10:55,,: B:47-6.7,323.0 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,198.4 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],68,742.2011,742.67,763.05,766.68,708.86,1305.3603,1499.1,1499.4,1505.2,29
260512_1014_47-5.6_323.csv,G 608ST-60802901,STORED,12.05.2026,10:14:17,,: B:47-5.6,323.0 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,198.4 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],134,777.4205,777.745,812.4,828.01,742.52,1460.5784,1492.6,1491.9,1500.5,28
260512_1023_47-10.11_273.csv,G 608ST-60802901,STORED,12.05.2026,10:23:16,,: B:47-10.11,273.1 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,159.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],135,224.3743,224.3,227.82,232.34,211.06,1497.1244,1518.5,1517.7,1580.7,29
260512_1028_47-11.12_220.csv,G 608ST-60802901,STORED,12.05.2026,10:28:55,,: B:47-11.12,220.0 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,118.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],249,-64.7599,-64.39,-61.8,-60.37,-70.16,644.5522,30,26,1549.3,21
260512_1038_3700.01_220.csv,G 608ST-60802901,STORED,12.05.2026,10:38:40,,: B:3700.01,220.0 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,118.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],88,-118.3052,-116.14,-127.83,-106.78,-130.48,1147.8341,1553.7,32,1617.4,23
260512_1041_3700.01_220.csv,G 608ST-60802901,STORED,12.05.2026,10:41:52,,: B:3700.01,220.0 mm,5.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,118.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],85,124.3458,126.45,125.95,132.02,111.02,1540.5835,1542.3,1547.8,1562.3,1508.7
260512_1046_5800.01_114.csv,G 608ST-60802901,STORED,12.05.2026,10:46:24,,: B:5800.01,114.0 mm,4.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,36.1 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],87,-36.307,-37.18,-28.16,-28.16,-41.3,1029.8931,1659,34,1700.6,19
260512_1048_5800.01_114.csv,G 608ST-60802901,STORED,12.05.2026,10:48:11,,: B:5800.01,114.0 mm,4.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,36.1 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],149,32.8577,33.055,29.68,37.29,27.9,1488.4779,1561.1,30,1590.8,20
260512_1057_8107_220.csv,G 608ST-60802901,STORED,12.05.2026,10:57:05,,: B:8107,220.0 mm,5.0 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,118.4 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],98,249.0416,250.48,245.41,261.13,230.8,1542.3122,1544,1546.6,1584.4,1524.6
260512_1111_8105_168.csv,G 608ST-60802901,STORED,12.05.2026,11:11:17,,: B:8105,168.3 mm,5.0 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,78.5 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],173,,,,,,,,,,
260512_1124_8105_168.csv,G 608ST-60802901,STORED,12.05.2026,11:24:19,,: B:8105,168.3 mm,5.0 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,78.5 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],35,,,,,,,,,,
260512_1139_1181_76.csv,G 608ST-60802901,STORED,12.05.2026,11:39:47,,: B:1181,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],41,,,,,,597.0098,42,28,1746.6,12
260512_1141_1181_76.csv,G 608ST-60802901,STORED,12.05.2026,11:41:10,,: B:1181,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],70,-16.7583,-15.445,-20.28,-14.19,-20.28,534.8486,48,48,1857.2,23
260512_1143_1181_76.csv,G 608ST-60802901,STORED,12.05.2026,11:43:11,,: B:1181,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],95,14.542,14.435,15.74,19.28,9.62,1548.9421,1625.6,1553.2,1722.4,42
260512_1145_1182_76.csv,G 608ST-60802901,STORED,12.05.2026,11:45:54,,: B:1182,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],9,0,0,0,0,0,1519.8889,1512.9,1506.9,1571.8,1506.9
260512_1146_1191_76.csv,G 608ST-60802901,STORED,12.05.2026,11:46:46,,: B:1191,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],30,-4.2946,-4.445,-3.57,-3.31,-5.36,1497.5033,1578.7,1564.2,1644.5,31
260512_1147_1191_76.csv,G 608ST-60802901,STORED,12.05.2026,11:47:41,,: B:1191,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],28,-10.6648,-10.69,-9.67,-9.62,-11.72,1587.55,1592.9,1603,1608.7,1553.2
260512_1148_1191_76.csv,G 608ST-60802901,STORED,12.05.2026,11:48:21,,: B:1191,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],67,5.6464,8.765,8.75,10.04,-9.67,1717.2792,1772.9,1724.4,1886,23
260512_1150_1192_76.csv,G 608ST-60802901,STORED,12.05.2026,11:50:37,,: B:1192,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],16,-9.9873,-10.06,-10.39,-8.78,-10.85,1588.6125,1549.9,1645.5,1645.5,1547.2
260512_1151_1192_76.csv,G 608ST-60802901,STORED,12.05.2026,11:51:59,,: B:1192,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],8,0.655,0.64,0.83,0.9,0.36,1508.275,1508.6,1508.6,1510,1505.8
260512_1152_1192_76.csv,G 608ST-60802901,STORED,12.05.2026,11:52:22,,: B:1192,76.1 mm,3.6 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,5.9 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],3,0.47,0.47,0.47,0.47,0.47,1721.5,1721.5,1721.5,1721.5,1721.5
260512_1157_1120_114.csv,G 608ST-60802901,STORED,12.05.2026,11:57:09,,: B:1120,114.0 mm,4.5 mm,0.1 mm,Carbon Steel,WITHOUT LINING,Water,20.0 C,CDM1N5213047,2 NUM,36.1 mm,10 s,m3/h,mA,00:00:01 SAMPLES,Volume flow,[m3/h]/[m3],19,68.1647,67.78,70.9,71.69,64.7,1246.2789,1246.5,1251.5,1251.6,1232.7
