"# Flow rate: avg: -179.8218 [m3/h] 
# Median: -180.5800 [m3/h]
# Mode: -181.4700 [m3/h]
# Max: -170.6200 [m3/h]
# Min: -190.7200 [m3/h]"
# MEASURE 
# MEASURE 
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 09:07:37
# Par.Record       :
# Meas. Point No.: : B:47.10
# Outer Diameter  :     273.0 mm
# Wall Thickness  :       6.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     160.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
09:08:40;09:08:40;B;-182.59;1526.2;36.0;
09:08:41;09:08:41;B;-182.68;1526.2;36.0;
09:08:42;09:08:42;B;-182.91;1526.2;36.0;
09:08:43;09:08:43;B;-182.91;1526.2;36.0;
09:08:44;09:08:44;B;-182.79;1526.4;36.0;
09:08:45;09:08:45;B;-183.3;1526.6;36.0;
09:08:46;09:08:46;B;-183.48;1526.6;36.0;
09:08:47;09:08:47;B;-183.48;1526.6;36.0;
09:08:48;09:08:48;B;-183.4;1526.8;36.0;
09:08:49;09:08:49;B;-183.4;1526.8;36.0;
09:08:50;09:08:50;B;-181.92;1524.6;36.0;
09:08:51;09:08:51;B;-181.65;1522.5;36.0;
09:08:52;09:08:52;B;-180.76;1522.5;36.0;
09:08:53;09:08:53;B;-181.34;1520.2;36.0;
09:08:54;09:08:54;B;-181.05;1520.2;36.0;
09:08:55;09:08:55;B;-180.69;1520.1;35.0;
09:08:56;09:08:56;B;-180.73;1520.1;35.0;
09:08:57;09:08:57;B;-180.75;1521.5;36.0;
09:08:58;09:08:58;B;-180.36;1521.5;36.0;
09:08:59;09:08:59;B;-180.54;1522.8;36.0;
09:09:00;09:09:00;B;-180.65;1522.8;36.0;
09:09:01;09:09:01;B;-180.17;1524.3;36.0;
09:09:02;09:09:02;B;-179.95;1524.3;36.0;
09:09:03;09:09:03;B;-179.67;1525.6;36.0;
09:09:04;09:09:04;B;-179.67;1525.6;36.0;
09:09:05;09:09:05;B;-180.88;1526.9;36.0;
09:09:06;09:09:06;B;-180.88;1526.9;36.0;
09:09:07;09:09:07;B;-181.87;1527.0;36.0;
09:09:08;09:09:08;B;-182.18;1527.0;36.0;
09:09:09;09:09:09;B;-182.68;1527.0;36.0;
09:09:10;09:09:10;B;-182.97;1526.2;36.0;
09:09:11;09:09:11;B;-182.79;1526.2;36.0;
09:09:12;09:09:12;B;-182.64;1525.5;36.0;
09:09:13;09:09:13;B;-182.85;1525.5;36.0;
09:09:14;09:09:14;B;-182.33;1524.7;36.0;
09:09:15;09:09:15;B;-182.14;1524.7;36.0;
09:09:16;09:09:16;B;-182.17;1522.7;36.0;
09:09:17;09:09:17;B;-181.56;1521.1;35.0;
09:09:18;09:09:18;B;-180.58;1521.4;35.0;
09:09:19;09:09:19;B;-180.67;1521.4;35.0;
09:09:20;09:09:20;B;-180.64;1519.5;35.0;
09:09:21;09:09:21;B;-180.64;1519.5;35.0;
09:09:22;09:09:22;B;-180.77;1519.3;35.0;
09:09:23;09:09:23;B;-180.44;1520.1;35.0;
09:09:24;09:09:24;B;-180.96;1521.5;35.0;
09:09:25;09:09:25;B;-180.68;1521.5;35.0;
09:09:26;09:09:26;B;-182.55;1522.9;35.0;
09:09:27;09:09:27;B;-183.58;1524.2;35.0;
09:09:28;09:09:28;B;-181.51;1525.7;35.0;
09:09:29;09:09:29;B;-181.44;1525.7;35.0;
09:09:30;09:09:30;B;-180.52;1525.9;35.0;
09:09:31;09:09:31;B;-180.52;1525.9;35.0;
09:09:32;09:09:32;B;-180.71;1525.4;34.0;
09:09:33;09:09:33;B;-180.86;1524.9;34.0;
09:09:34;09:09:34;B;-181.0;1524.4;34.0;
09:09:35;09:09:35;B;-180.57;1524.4;34.0;
09:09:36;09:09:36;B;???;1524.4;34.0;
