"# Flow rate: avg: -179.8218 [m3/h] 
# Median: -180.5800 [m3/h]
# Mode: -181.4700 [m3/h]
# Max: -170.6200 [m3/h]
# Min: -190.7200 [m3/h]"
# MEASURE 
# MEASURE 
# \DEVICE          : G 608ST-60802901
# \MODE            : STORED
# DATE             : 07.05.2026
# TIME             : 09:07:37
# Par.Record       :
# Meas. Point No.: : B:47.10
# Outer Diameter  :     273.0 mm
# Wall Thickness  :       6.0 mm
# Roughness       :       0.1 mm
# Pipe Material   : Carbon Steel
# Lining           : WITHOUT LINING
# Medium           : Water
# Medium Temperat.:      20.0 C
# Transducer Type  : CDM1N5213047
# Sound Path       :         2 NUM
# Transd. Distance :     160.3 mm
# Damping          :        10 s
# Full-Scale Val.  :           m3/h
# Current Loop     :           mA
# Storage Rate     :  00:00:01 SAMPLES
# Physic. Quant.   : Volume flow
# Unit Of Measure  : [m3/h]/[m3]
# Numb.Of Meas.Val :       120

TIME;TIME;CHANNEL;MEASURE;SSPEED;AMP;SCNR;
09:07:37;09:07:37;B;-181.47;1525.6;36.0;
09:07:38;09:07:38;B;-181.47;1525.6;36.0;
09:07:39;09:07:39;B;-186.76;1524.9;36.0;
09:07:40;09:07:40;B;-189.12;1524.9;36.0;
09:07:41;09:07:41;B;-189.46;1524.9;36.0;
09:07:42;09:07:42;B;-190.72;1524.6;34.0;
09:07:43;09:07:43;B;-185.8;1524.6;34.0;
09:07:44;09:07:44;B;-185.8;1524.6;34.0;
09:07:45;09:07:45;B;-176.58;1522.4;36.0;
09:07:46;09:07:46;B;-176.58;1522.4;36.0;
09:07:47;09:07:47;B;-174.05;1521.0;36.0;
09:07:48;09:07:48;B;-173.94;1519.0;37.0;
09:07:49;09:07:49;B;-176.19;1519.0;37.0;
09:07:50;09:07:50;B;-176.19;1519.0;37.0;
09:07:51;09:07:51;B;-173.15;1518.4;36.0;
09:07:52;09:07:52;B;-171.67;1518.0;36.0;
09:07:53;09:07:53;B;-173.53;1518.0;36.0;
09:07:54;09:07:54;B;-173.99;1517.5;36.0;
09:07:55;09:07:55;B;-170.62;1517.5;36.0;
09:07:56;09:07:56;B;-171.04;1517.0;36.0;
09:07:57;09:07:57;B;-173.24;1517.0;36.0;
09:07:58;09:07:58;B;-175.83;1516.4;36.0;
09:07:59;09:07:59;B;-178.65;1516.4;36.0;
09:08:00;09:08:00;B;-174.98;1516.6;36.0;
09:08:01;09:08:01;B;-174.98;1516.6;36.0;
09:08:02;09:08:02;B;-176.12;1516.8;36.0;
09:08:03;09:08:03;B;-180.75;1516.8;36.0;
09:08:04;09:08:04;B;-178.3;1516.8;36.0;
09:08:05;09:08:05;B;-178.3;1516.8;36.0;
09:08:06;09:08:06;B;-178.16;1517.0;36.0;
09:08:07;09:08:07;B;-177.84;1517.0;36.0;
09:08:08;09:08:08;B;-177.44;1517.0;36.0;
09:08:09;09:08:09;B;-177.03;1517.0;36.0;
09:08:10;09:08:10;B;-176.84;1517.0;36.0;
09:08:11;09:08:11;B;-176.07;1517.3;34.0;
09:08:12;09:08:12;B;-176.01;1517.3;34.0;
09:08:13;09:08:13;B;-176.15;1519.1;34.0;
09:08:14;09:08:14;B;-175.5;1519.1;34.0;
09:08:15;09:08:15;B;-176.43;1520.5;35.0;
09:08:16;09:08:16;B;-176.34;1520.5;35.0;
09:08:17;09:08:17;B;-177.26;1522.7;35.0;
09:08:18;09:08:18;B;-177.33;1522.7;35.0;
09:08:19;09:08:19;B;-177.37;1523.8;35.0;
09:08:20;09:08:20;B;-177.37;1523.8;35.0;
09:08:21;09:08:21;B;-177.68;1524.9;36.0;
09:08:22;09:08:22;B;-177.93;1525.4;36.0;
09:08:23;09:08:23;B;-178.69;1525.4;36.0;
09:08:24;09:08:24;B;-178.69;1525.4;36.0;
09:08:25;09:08:25;B;-178.53;1526.6;36.0;
09:08:26;09:08:26;B;-178.53;1526.6;36.0;
09:08:27;09:08:27;B;-178.05;1525.5;36.0;
09:08:28;09:08:28;B;-178.36;1525.2;36.0;
09:08:29;09:08:29;B;-178.24;1525.2;36.0;
09:08:30;09:08:30;B;-179.1;1526.1;36.0;
09:08:31;09:08:31;B;-179.37;1526.1;36.0;
09:08:32;09:08:32;B;-179.0;1527.0;36.0;
09:08:33;09:08:33;B;-179.41;1527.0;36.0;
09:08:34;09:08:34;B;-180.58;1526.6;37.0;
09:08:35;09:08:35;B;-180.95;1526.6;37.0;
09:08:36;09:08:36;B;-181.49;1526.2;36.0;
09:08:37;09:08:37;B;-181.23;1526.2;36.0;
09:08:38;09:08:38;B;-181.55;1525.7;37.0;
09:08:39;09:08:39;B;-181.58;1525.7;37.0;
