TIME,MEASURE
09:03:11,???
09:03:12,???
09:03:13,???
09:03:14,???
09:03:15,???
09:03:16,???
09:03:17,???
09:03:18,???
09:03:19,???
09:03:20,???
09:03:21,???
09:03:22,???
09:03:23,???
09:03:24,???
09:03:25,???
09:03:26,???
09:03:27,???
09:03:28,???
09:03:29,???
09:03:30,???
09:03:31,???
09:03:32,???
09:03:33,???
09:03:34,???
09:03:35,???
09:03:36,???
09:03:37,???
09:03:38,???
09:03:39,???
09:03:40,???
09:03:41,???
09:03:42,???
09:03:43,???
09:03:44,???
09:03:45,???
09:03:46,???
09:03:47,???
09:03:48,???
09:03:49,???
09:03:50,???
09:03:51,???
09:03:52,???
09:03:53,???
09:03:54,???
09:03:55,???
09:03:56,???
09:03:57,???
09:03:58,???
09:03:59,???
09:04:00,???
09:04:01,???
09:04:02,???
09:04:03,???
09:04:04,???
09:04:05,???
09:04:06,???
09:04:07,???
09:04:08,???
09:04:09,???
09:04:10,68.21
09:04:11,???
09:04:12,???
09:04:13,???
09:04:14,69.27
09:04:15,70.13
09:04:16,70.13
09:04:17,72.61
09:04:18,???
09:04:19,75.09
09:04:20,???
09:04:21,73.83
09:04:22,72.12
09:04:23,???
09:04:24,???
09:04:25,???
09:04:26,???
09:04:27,???
09:04:28,???
09:04:29,???
09:04:30,???
09:04:31,???
09:04:32,???
09:04:33,???
09:04:34,???
09:04:35,???
09:04:36,???
