Date,A Mass flow rate [kg/h]
12/4/2025 1:21:34 PM,47236.0919952393
12/4/2025 1:21:35 PM,46940.4773712158
12/4/2025 1:21:36 PM,46940.4773712158
12/4/2025 1:21:37 PM,47157.4264526367
12/4/2025 1:21:38 PM,47100.2906799316
12/4/2025 1:21:39 PM,46562.2695922852
12/4/2025 1:21:40 PM,45760.0032806396
12/4/2025 1:21:41 PM,45501.4675140381
12/4/2025 1:21:42 PM,45767.8310394287
12/4/2025 1:21:43 PM,46378.8150787354
12/4/2025 1:21:44 PM,46160.372543335
12/4/2025 1:21:45 PM,45456.1729431152
12/4/2025 1:21:46 PM,45397.5849151611
12/4/2025 1:21:47 PM,45537.3035430908
12/4/2025 1:21:48 PM,45537.3035430908
12/4/2025 1:21:49 PM,
12/4/2025 1:21:50 PM,
12/4/2025 1:21:51 PM,
12/4/2025 1:21:52 PM,44151.8383026123
12/4/2025 1:21:53 PM,44209.1594696045
12/4/2025 1:21:54 PM,44547.1126556396
12/4/2025 1:21:55 PM,44924.3213653564
12/4/2025 1:21:56 PM,44820.4490661621
12/4/2025 1:21:57 PM,44903.6979675293
12/4/2025 1:21:58 PM,44333.2981109619
12/4/2025 1:21:59 PM,44463.8088226318
12/4/2025 1:22:00 PM,44660.9275817871
12/4/2025 1:22:01 PM,44786.7107391357
12/4/2025 1:22:02 PM,44752.7320861816
12/4/2025 1:22:03 PM,
12/4/2025 1:22:04 PM,
12/4/2025 1:22:05 PM,
12/4/2025 1:22:06 PM,45368.3887481689
12/4/2025 1:22:07 PM,45476.7551422119
12/4/2025 1:22:08 PM,45651.4789581299
12/4/2025 1:22:09 PM,45798.7335205078
12/4/2025 1:22:10 PM,46173.3741760254
12/4/2025 1:22:11 PM,46086.4688873291
12/4/2025 1:22:12 PM,45766.316986084
12/4/2025 1:22:13 PM,
12/4/2025 1:22:14 PM,45607.4649810791
12/4/2025 1:22:15 PM,45438.0249023438
12/4/2025 1:22:16 PM,45797.0306396484
12/4/2025 1:22:17 PM,46035.3000640869
12/4/2025 1:22:18 PM,46425.6923675537
12/4/2025 1:22:19 PM,46664.3909454346
12/4/2025 1:22:20 PM,46627.4356842041
12/4/2025 1:22:21 PM,46639.9635314941
12/4/2025 1:22:22 PM,46786.7168426514
12/4/2025 1:22:23 PM,46771.8852996826
12/4/2025 1:22:24 PM,46807.6835632324
12/4/2025 1:22:25 PM,
12/4/2025 1:22:26 PM,
12/4/2025 1:22:27 PM,46326.1562347412
12/4/2025 1:22:28 PM,46104.6890258789
12/4/2025 1:22:29 PM,46025.3299713135
12/4/2025 1:22:30 PM,45820.853805542
12/4/2025 1:22:31 PM,45596.9970703125
12/4/2025 1:22:32 PM,45669.9840545654
12/4/2025 1:22:33 PM,45741.6938781738
12/4/2025 1:22:34 PM,45657.2021484375
12/4/2025 1:22:35 PM,45578.0250549316
12/4/2025 1:22:36 PM,45651.2008666992
12/4/2025 1:22:37 PM,45514.465713501
12/4/2025 1:22:38 PM,45428.1749725342
12/4/2025 1:22:39 PM,45253.8768768311
12/4/2025 1:22:40 PM,45197.3384857178
12/4/2025 1:22:41 PM,
12/4/2025 1:22:42 PM,
12/4/2025 1:22:43 PM,
12/4/2025 1:22:44 PM,
12/4/2025 1:22:45 PM,45404.3827056885
12/4/2025 1:22:46 PM,45499.3045806885
12/4/2025 1:22:47 PM,45631.1199188232
12/4/2025 1:22:48 PM,45652.8247833252
12/4/2025 1:22:49 PM,45721.1975097656
12/4/2025 1:22:50 PM,46006.1141967773
12/4/2025 1:22:51 PM,
12/4/2025 1:22:52 PM,
12/4/2025 1:22:53 PM,
12/4/2025 1:22:54 PM,
12/4/2025 1:22:55 PM,
12/4/2025 1:22:56 PM,
12/4/2025 1:22:57 PM,
12/4/2025 1:22:58 PM,
12/4/2025 1:22:59 PM,46342.7352905273
12/4/2025 1:23:00 PM,46579.7687530518
