Date,A Mass flow rate [kg/h]
12/9/2025 12:24:46 PM,104400.549316406
12/9/2025 12:24:47 PM,104400.549316406
12/9/2025 12:24:48 PM,104400.549316406
12/9/2025 12:24:49 PM,108470.613098145
12/9/2025 12:24:50 PM,111345.281982422
12/9/2025 12:24:51 PM,111957.165527344
12/9/2025 12:24:52 PM,113145.288848877
12/9/2025 12:24:53 PM,113145.288848877
12/9/2025 12:24:54 PM,114932.400512695
12/9/2025 12:24:55 PM,117069.488525391
12/9/2025 12:24:56 PM,117069.488525391
12/9/2025 12:24:57 PM,118599.801635742
12/9/2025 12:24:58 PM,121114.668273926
12/9/2025 12:24:59 PM,121114.668273926
12/9/2025 12:25:00 PM,124430.094909668
12/9/2025 12:25:01 PM,126342.320251465
12/9/2025 12:25:02 PM,126342.320251465
12/9/2025 12:25:03 PM,125634.896850586
12/9/2025 12:25:04 PM,126113.049316406
12/9/2025 12:25:05 PM,126113.049316406
12/9/2025 12:25:06 PM,125752.10723877
12/9/2025 12:25:07 PM,124840.063476562
12/9/2025 12:25:08 PM,125663.983154297
12/9/2025 12:25:09 PM,125494.862365723
12/9/2025 12:25:10 PM,125425.675964355
12/9/2025 12:25:11 PM,124671.643066406
12/9/2025 12:25:12 PM,124867.597961426
12/9/2025 12:25:13 PM,129066.902160645
12/9/2025 12:25:14 PM,129052.41394043
12/9/2025 12:25:15 PM,127548.413085938
12/9/2025 12:25:16 PM,128322.96295166
12/9/2025 12:25:17 PM,126730.741882324
12/9/2025 12:25:18 PM,126635.861206055
12/9/2025 12:25:19 PM,127663.824462891
12/9/2025 12:25:20 PM,128370.547485352
12/9/2025 12:25:21 PM,128759.092712402
12/9/2025 12:25:22 PM,129230.570983887
12/9/2025 12:25:23 PM,129837.139892578
12/9/2025 12:25:24 PM,130341.123962402
12/9/2025 12:25:25 PM,130126.574707031
12/9/2025 12:25:26 PM,128208.636474609
12/9/2025 12:25:27 PM,128208.636474609
12/9/2025 12:25:28 PM,130159.918212891
12/9/2025 12:25:29 PM,130744.953918457
12/9/2025 12:25:30 PM,130686.451721191
12/9/2025 12:25:31 PM,130212.954711914
12/9/2025 12:25:32 PM,129533.258056641
12/9/2025 12:25:33 PM,129218.307495117
12/9/2025 12:25:34 PM,127859.655761719
12/9/2025 12:25:35 PM,126832.461547852
12/9/2025 12:25:36 PM,126554.521179199
12/9/2025 12:25:37 PM,126212.104797363
12/9/2025 12:25:38 PM,125675.244140625
12/9/2025 12:25:39 PM,124254.135131836
12/9/2025 12:25:40 PM,124303.216552734
12/9/2025 12:25:41 PM,124426.071166992
12/9/2025 12:25:42 PM,124849.731445312
12/9/2025 12:25:43 PM,124448.826599121
12/9/2025 12:25:44 PM,124448.826599121
12/9/2025 12:25:45 PM,124585.85357666
12/9/2025 12:25:46 PM,124624.031066895
