TIME,MEASURE
09:47:17,???
09:47:18,???
09:47:19,???
09:47:20,???
09:47:21,???
09:47:22,???
09:47:23,-11.69
09:47:24,-11.52
09:47:25,-11.34
09:47:26,-11.01
09:47:27,-11.01
09:47:28,-11.01
09:47:29,???
09:47:30,???
09:47:31,???
09:47:32,???
09:47:33,???
09:47:34,-8.66
09:47:35,-5.23
09:47:36,1.7
09:47:37,5.47
09:47:38,9.06
09:47:39,9.06
09:47:40,9.91
09:47:41,10.07
09:47:42,10.98
09:47:43,11.03
09:47:44,11.08
09:47:45,10.82
09:47:46,10.57
09:47:47,10.31
09:47:48,10.28
09:47:49,10.31
09:47:50,10.36
09:47:51,10.41
09:47:52,10.57
09:47:53,10.97
09:47:54,10.74
09:47:55,10.67
09:47:56,10.51
09:47:57,10.29
09:47:58,10.24
09:47:59,10.16
09:48:00,9.7
09:48:01,9.24
09:48:02,9.18
09:48:03,9.73
09:48:04,9.67
09:48:05,9.4
09:48:06,9.69
09:48:07,9.81
09:48:08,9.62
09:48:09,9.38
09:48:10,9.42
09:48:11,???
09:48:12,???
09:48:13,???
09:48:14,???
09:48:15,???
09:48:16,???
09:48:17,???
09:48:18,9.63
09:48:19,9.65
09:48:20,9.8
09:48:21,9.8
09:48:22,9.85
09:48:23,9.93
09:48:24,9.99
09:48:25,10.01
09:48:26,10.03
09:48:27,9.86
09:48:28,9.86
09:48:29,9.75
09:48:30,9.49
09:48:31,9.49
09:48:32,???
09:48:33,???
09:48:34,???
09:48:35,???
09:48:36,???
09:48:37,???
09:48:38,???
09:48:39,???
09:48:40,???
09:48:41,???
