TIME,MEASURE
12:01:37,???
12:01:38,???
12:01:39,???
12:01:40,???
12:01:41,???
12:01:42,91.6
12:01:43,89.38
12:01:44,84.31
12:01:45,82.26
12:01:46,78.87
12:01:47,76.87
12:01:48,76.87
12:01:49,71.73
12:01:50,71.73
12:01:51,78.99
12:01:52,80.36
12:01:53,85.27
12:01:54,85.55
12:01:55,86.26
12:01:56,83.7
12:01:57,81.53
12:01:58,84.47
12:01:59,88.64
12:02:00,89.69
12:02:01,90.08
12:02:02,89.51
12:02:03,89.18
12:02:04,89.37
12:02:05,89.36
12:02:06,89.58
12:02:07,89.56
12:02:08,89.9
12:02:09,89.96
12:02:10,90.31
12:02:11,90.28
12:02:12,90.42
12:02:13,90.52
12:02:14,90.07
12:02:15,88.72
12:02:16,87.63
12:02:17,86.91
12:02:18,86.22
12:02:19,85.61
12:02:20,85.37
12:02:21,85.42
12:02:22,85.36
12:02:23,85.25
12:02:24,85.25
12:02:25,85.26
12:02:26,85.31
12:02:27,85.34
12:02:28,85.46
12:02:29,85.39
12:02:30,85.43
12:02:31,85.55
12:02:32,85.48
12:02:33,???
12:02:34,???
12:02:35,???
12:02:36,???
12:02:37,???
12:02:38,???
12:02:39,???
12:02:40,???
12:02:41,???
12:02:42,84.46
12:02:43,83.99
12:02:44,83.59
12:02:45,82.35
12:02:46,82.35
12:02:47,80.66
12:02:48,80.25
12:02:49,80.12
12:02:50,80.23
12:02:51,???
12:02:52,???
12:02:53,???
12:02:54,???
12:02:55,???
12:02:56,???
12:02:57,???
12:02:58,???
12:02:59,???
12:03:00,???
12:03:01,???
12:03:02,???
12:03:03,???
