TIME,MEASURE
08:40:48,-20.44
08:40:49,-20.44
08:40:50,-20.44
08:40:51,-19.0
08:40:52,-18.42
08:40:53,-18.42
08:40:54,-17.88
08:40:55,-18.18
08:40:56,-16.85
08:40:57,-16.85
08:40:58,-16.48
08:40:59,-17.43
08:41:00,-18.36
08:41:01,-18.36
08:41:02,-18.89
08:41:03,-19.96
08:41:04,-20.15
08:41:05,???
08:41:06,-21.52
08:41:07,-21.52
08:41:08,-20.8
08:41:09,-20.8
08:41:10,-20.8
08:41:11,-20.2
08:41:12,-20.2
08:41:13,-19.62
08:41:14,-16.73
08:41:15,-16.69
08:41:16,-15.33
08:41:17,-15.1
08:41:18,-15.28
08:41:19,-14.9
08:41:20,-15.06
08:41:21,-15.76
08:41:22,???
08:41:23,-16.57
08:41:24,-16.49
08:41:25,-16.91
08:41:26,-17.06
08:41:27,-17.41
08:41:28,-17.65
08:41:29,-17.54
08:41:30,-16.97
08:41:31,-16.47
08:41:32,-16.59
08:41:33,-16.88
08:41:34,-16.89
08:41:35,-16.61
08:41:36,-16.63
08:41:37,-16.56
08:41:38,-16.59
08:41:39,-16.66
08:41:40,-16.94
08:41:41,-17.01
08:41:42,-17.05
08:41:43,-17.29
08:41:44,-17.27
08:41:45,-17.02
08:41:46,-17.22
08:41:47,-17.71
08:41:48,-17.84
08:41:49,-18.03
08:41:50,-18.15
08:41:51,-18.53
08:41:52,-18.87
08:41:53,-19.07
08:41:54,-19.07
08:41:55,-18.83
08:41:56,-19.01
08:41:57,???
08:41:58,???
08:41:59,-19.04
08:42:00,-18.74
08:42:01,-17.98
08:42:02,-17.59
08:42:03,-17.67
08:42:04,-17.66
08:42:05,-17.52
08:42:06,-17.52
08:42:07,-17.35
08:42:08,-17.34
08:42:09,-17.23
08:42:10,-16.89
08:42:11,-16.78
08:42:12,-16.65
08:42:13,-16.34
08:42:14,???
08:42:15,???
08:42:16,???
08:42:17,???
08:42:18,???
08:42:19,???
