TIME,MEASURE
07:54:48,???
07:54:49,???
07:54:50,-8.34
07:54:51,-8.34
07:54:52,-8.48
07:54:53,-8.9
07:54:54,???
07:54:55,???
07:54:56,???
07:54:57,???
07:54:58,???
07:54:59,???
07:55:00,-4.29
07:55:01,-0.71
07:55:02,-0.71
07:55:03,2.55
07:55:04,3.54
07:55:05,4.5
07:55:06,6.46
07:55:07,8.39
07:55:08,9.5
07:55:09,9.32
07:55:10,9.28
07:55:11,9.25
07:55:12,9.02
07:55:13,9.27
07:55:14,9.65
07:55:15,9.9
07:55:16,9.9
07:55:17,9.75
07:55:18,9.71
07:55:19,9.5
07:55:20,9.37
07:55:21,9.72
07:55:22,9.76
07:55:23,9.87
07:55:24,9.95
07:55:25,10.12
07:55:26,10.12
07:55:27,10.21
07:55:28,10.13
07:55:29,10.13
07:55:30,10.1
07:55:31,10.09
07:55:32,10.09
07:55:33,10.11
07:55:34,10.11
07:55:35,10.11
07:55:36,10.16
07:55:37,10.5
07:55:38,10.5
07:55:39,10.5
07:55:40,10.41
07:55:41,10.24
07:55:42,9.98
07:55:43,9.91
07:55:44,9.63
07:55:45,9.4
07:55:46,9.35
07:55:47,9.18
07:55:48,8.99
07:55:49,8.93
07:55:50,8.96
07:55:51,9.02
07:55:52,9.02
07:55:53,9.02
07:55:54,9.05
07:55:55,9.1
07:55:56,9.11
07:55:57,9.06
07:55:58,8.95
07:55:59,8.95
07:56:00,8.96
07:56:01,8.9
07:56:02,8.84
07:56:03,8.84
07:56:04,8.79
07:56:05,8.68
07:56:06,8.51
07:56:07,8.34
07:56:08,8.3
07:56:09,8.26
07:56:10,8.23
07:56:11,8.23
07:56:12,8.14
07:56:13,8.06
07:56:14,7.99
07:56:15,7.96
07:56:16,8.04
07:56:17,???
07:56:18,8.24
07:56:19,8.24
07:56:20,8.27
07:56:21,8.37
07:56:22,8.37
07:56:23,8.46
07:56:24,8.5
07:56:25,8.67
07:56:26,8.72
07:56:27,8.8
07:56:28,8.82
07:56:29,8.81
07:56:30,8.82
07:56:31,8.83
07:56:32,8.83
07:56:33,8.88
07:56:34,8.88
07:56:35,8.88
07:56:36,8.94
07:56:37,8.94
07:56:38,8.93
07:56:39,8.93
07:56:40,8.98
07:56:41,9.04
07:56:42,8.96
07:56:43,8.93
07:56:44,8.92
07:56:45,8.9
07:56:46,8.93
07:56:47,8.96
07:56:48,8.95
07:56:49,8.9
07:56:50,8.92
07:56:51,8.91
07:56:52,8.94
07:56:53,8.94
07:56:54,8.97
07:56:55,8.98
07:56:56,8.98
07:56:57,8.97
07:56:58,8.98
07:56:59,8.98
07:57:00,9.11
07:57:01,9.17
07:57:02,9.17
07:57:03,9.23
07:57:04,9.31
07:57:05,9.31
07:57:06,9.38
07:57:07,???
07:57:08,???
07:57:09,???
