Date,A Mass flow rate [kg/h]
12/9/2025 1:17:46 PM,105466.257476807
12/9/2025 1:17:47 PM,105586.365509033
12/9/2025 1:17:48 PM,105152.996063232
12/9/2025 1:17:49 PM,104099.434661865
12/9/2025 1:17:50 PM,103038.986206055
12/9/2025 1:17:51 PM,102538.174438477
12/9/2025 1:17:52 PM,101985.534667969
12/9/2025 1:17:53 PM,101699.498748779
12/9/2025 1:17:54 PM,101323.402404785
12/9/2025 1:17:55 PM,101140.699768066
12/9/2025 1:17:56 PM,101140.699768066
12/9/2025 1:17:57 PM,101522.241210938
12/9/2025 1:17:58 PM,102173.970794678
12/9/2025 1:17:59 PM,102095.446014404
12/9/2025 1:18:00 PM,101834.864044189
12/9/2025 1:18:01 PM,101673.577880859
12/9/2025 1:18:02 PM,102065.515136719
12/9/2025 1:18:03 PM,102231.614685059
12/9/2025 1:18:04 PM,102298.844146729
12/9/2025 1:18:05 PM,102500.182342529
12/9/2025 1:18:06 PM,102500.182342529
12/9/2025 1:18:07 PM,102509.809112549
12/9/2025 1:18:08 PM,102423.916625977
12/9/2025 1:18:09 PM,102385.498809814
12/9/2025 1:18:10 PM,102536.856079102
12/9/2025 1:18:11 PM,102645.888519287
12/9/2025 1:18:12 PM,103069.150543213
12/9/2025 1:18:13 PM,102512.349700928
12/9/2025 1:18:14 PM,102435.205078125
12/9/2025 1:18:15 PM,101636.306762695
12/9/2025 1:18:16 PM,101636.306762695
12/9/2025 1:18:17 PM,101582.144165039
12/9/2025 1:18:18 PM,101418.015289307
12/9/2025 1:18:19 PM,101418.015289307
12/9/2025 1:18:20 PM,101442.864990234
12/9/2025 1:18:21 PM,101332.919311523
12/9/2025 1:18:22 PM,101397.875976562
12/9/2025 1:18:23 PM,101064.50958252
12/9/2025 1:18:24 PM,101064.50958252
12/9/2025 1:18:25 PM,100670.663452148
12/9/2025 1:18:26 PM,100547.637176514
12/9/2025 1:18:27 PM,100456.526184082
12/9/2025 1:18:28 PM,100469.496917725
12/9/2025 1:18:29 PM,100286.801147461
12/9/2025 1:18:30 PM,100089.658355713
12/9/2025 1:18:31 PM,99860.8955383301
