Date,A Mass flow rate [kg/s]
10/13/2025 9:00:00 AM,57.3582000732422
10/13/2025 9:00:10 AM,56.8920440673828
10/13/2025 9:00:20 AM,56.6389999389648
10/13/2025 9:00:30 AM,
10/13/2025 9:00:40 AM,58.4865798950195
10/13/2025 9:00:50 AM,58.8027420043945
10/13/2025 9:01:00 AM,60.0029182434082
10/13/2025 9:01:10 AM,59.9267578125
10/13/2025 9:01:20 AM,59.9360160827637
10/13/2025 9:01:30 AM,59.4194717407227
10/13/2025 9:01:40 AM,59.6068840026855
10/13/2025 9:01:50 AM,59.7440490722656
10/13/2025 9:02:00 AM,59.8608818054199
10/13/2025 9:02:10 AM,59.9139289855957
10/13/2025 9:02:20 AM,59.6696395874023
10/13/2025 9:02:30 AM,59.717586517334
10/13/2025 9:02:40 AM,59.7563934326172
10/13/2025 9:02:50 AM,59.7220573425293
10/13/2025 9:03:00 AM,59.8464279174805
10/13/2025 9:03:10 AM,60.0787582397461
10/13/2025 9:03:20 AM,59.7686882019043
10/13/2025 9:03:30 AM,59.6344566345215
10/13/2025 9:03:40 AM,59.703483581543
10/13/2025 9:03:50 AM,60.1969985961914
10/13/2025 9:04:00 AM,59.6340713500977
10/13/2025 9:04:10 AM,59.8858261108398
10/13/2025 9:04:20 AM,60.0983772277832
10/13/2025 9:04:30 AM,59.960765838623
10/13/2025 9:04:40 AM,60.1366271972656
10/13/2025 9:04:50 AM,60.0814781188965
10/13/2025 9:05:00 AM,
10/13/2025 9:05:10 AM,54.4299697875977
10/13/2025 9:05:20 AM,49.6892356872559
10/13/2025 9:05:30 AM,49.1312103271484
10/13/2025 9:05:40 AM,49.3590850830078
10/13/2025 9:05:50 AM,49.3723564147949
10/13/2025 9:06:00 AM,49.0935173034668
10/13/2025 9:06:10 AM,49.1924018859863
10/13/2025 9:06:20 AM,49.2802848815918
10/13/2025 9:06:30 AM,49.2179145812988
10/13/2025 9:06:40 AM,49.3865242004395
10/13/2025 9:06:50 AM,49.2757034301758
10/13/2025 9:07:00 AM,49.2194671630859
10/13/2025 9:07:10 AM,49.4399223327637
10/13/2025 9:07:20 AM,49.1273880004883
10/13/2025 9:07:30 AM,49.0923919677734
10/13/2025 9:07:40 AM,49.3112487792969
10/13/2025 9:07:50 AM,49.2124443054199
10/13/2025 9:08:00 AM,49.2730712890625
10/13/2025 9:08:10 AM,49.1324348449707
10/13/2025 9:08:20 AM,49.2368392944336
10/13/2025 9:08:30 AM,49.1266174316406
10/13/2025 9:08:40 AM,49.199405670166
10/13/2025 9:08:50 AM,49.1457328796387
10/13/2025 9:09:00 AM,49.2674674987793
10/13/2025 9:09:10 AM,49.3953399658203
10/13/2025 9:09:20 AM,49.1349105834961
10/13/2025 9:09:30 AM,49.2432899475098
10/13/2025 9:09:40 AM,49.3360023498535
10/13/2025 9:09:50 AM,
10/13/2025 9:10:00 AM,
10/13/2025 9:10:10 AM,53.2913360595703
10/13/2025 9:10:20 AM,57.6553840637207
10/13/2025 9:10:30 AM,57.9988975524902
10/13/2025 9:10:40 AM,58.0024070739746
10/13/2025 9:10:50 AM,57.9995498657227
10/13/2025 9:11:00 AM,58.0269584655762
10/13/2025 9:11:10 AM,58.0080757141113
10/13/2025 9:11:20 AM,57.8562850952148
10/13/2025 9:11:30 AM,57.9886436462402
10/13/2025 9:11:40 AM,58.0457305908203
10/13/2025 9:11:50 AM,58.0949211120605
10/13/2025 9:12:00 AM,58.0865783691406
10/13/2025 9:12:10 AM,58.0590515136719
10/13/2025 9:12:20 AM,58.0207481384277
10/13/2025 9:12:30 AM,58.1053314208984
10/13/2025 9:12:40 AM,58.0086441040039
10/13/2025 9:12:50 AM,57.823600769043
10/13/2025 9:13:00 AM,57.9996299743652
10/13/2025 9:13:10 AM,57.7920112609863
10/13/2025 9:13:20 AM,57.9477081298828
10/13/2025 9:13:30 AM,58.0747337341309
10/13/2025 9:13:40 AM,58.0186996459961
10/13/2025 9:13:50 AM,58.0389709472656
10/13/2025 9:14:00 AM,57.935001373291
10/13/2025 9:14:10 AM,57.7153472900391
10/13/2025 9:14:20 AM,57.8897666931152
10/13/2025 9:14:30 AM,57.9267730712891
10/13/2025 9:14:40 AM,57.7628593444824
10/13/2025 9:14:50 AM,57.7846450805664
10/13/2025 9:15:00 AM,57.378288269043
10/13/2025 9:15:10 AM,56.4392738342285
10/13/2025 9:15:20 AM,57.7611274719238
10/13/2025 9:15:30 AM,57.470874786377
10/13/2025 9:15:40 AM,56.9837837219238
10/13/2025 9:15:50 AM,56.4509201049805
10/13/2025 9:16:00 AM,56.6993598937988
10/13/2025 9:16:10 AM,56.6423416137695
10/13/2025 9:16:20 AM,56.8644676208496
10/13/2025 9:16:30 AM,56.8403511047363
10/13/2025 9:16:40 AM,56.562557220459
10/13/2025 9:16:50 AM,56.5943298339844
10/13/2025 9:17:00 AM,56.5239868164062
10/13/2025 9:17:10 AM,56.5503311157227
10/13/2025 9:17:20 AM,56.0884132385254
10/13/2025 9:17:30 AM,56.2834243774414
10/13/2025 9:17:40 AM,56.8724937438965
10/13/2025 9:17:50 AM,56.6679153442383
10/13/2025 9:18:00 AM,56.7077331542969
10/13/2025 9:18:10 AM,56.6267967224121
10/13/2025 9:18:20 AM,56.5745964050293
10/13/2025 9:18:30 AM,56.6378593444824
10/13/2025 9:18:40 AM,56.4613418579102
10/13/2025 9:18:50 AM,56.3716583251953
10/13/2025 9:19:00 AM,56.0186004638672
10/13/2025 9:19:10 AM,56.5277557373047
10/13/2025 9:19:20 AM,56.6007804870605
10/13/2025 9:19:30 AM,56.0721435546875
10/13/2025 9:19:40 AM,56.2031059265137
10/13/2025 9:19:50 AM,56.7659645080566
10/13/2025 9:20:00 AM,
10/13/2025 9:20:10 AM,52.7795715332031
10/13/2025 9:20:20 AM,48.723690032959
10/13/2025 9:20:30 AM,48.9513778686523
10/13/2025 9:20:40 AM,48.932933807373
10/13/2025 9:20:50 AM,49.0574951171875
10/13/2025 9:21:00 AM,48.885009765625
10/13/2025 9:21:10 AM,48.7704772949219
10/13/2025 9:21:20 AM,48.7827072143555
10/13/2025 9:21:30 AM,48.8103446960449
10/13/2025 9:21:40 AM,48.8132781982422
10/13/2025 9:21:50 AM,48.8816223144531
10/13/2025 9:22:00 AM,48.9041709899902
10/13/2025 9:22:10 AM,48.9007835388184
10/13/2025 9:22:20 AM,48.8370742797852
10/13/2025 9:22:30 AM,48.8960762023926
10/13/2025 9:22:40 AM,48.960075378418
10/13/2025 9:22:50 AM,48.960636138916
10/13/2025 9:23:00 AM,49.3016777038574
10/13/2025 9:23:10 AM,49.0087203979492
10/13/2025 9:23:20 AM,49.2113571166992
10/13/2025 9:23:30 AM,49.0923728942871
10/13/2025 9:23:40 AM,49.093677520752
10/13/2025 9:23:50 AM,49.1732788085938
10/13/2025 9:24:00 AM,49.1833648681641
10/13/2025 9:24:10 AM,48.9693145751953
10/13/2025 9:24:20 AM,49.0107841491699
10/13/2025 9:24:30 AM,49.3744125366211
10/13/2025 9:24:40 AM,
10/13/2025 9:24:50 AM,
10/13/2025 9:25:00 AM,52.2458419799805
10/13/2025 9:25:10 AM,56.3011894226074
10/13/2025 9:25:20 AM,56.1204948425293
10/13/2025 9:25:30 AM,56.3663177490234
10/13/2025 9:25:40 AM,56.5002784729004
10/13/2025 9:25:50 AM,56.5645599365234
10/13/2025 9:26:00 AM,56.4029808044434
10/13/2025 9:26:10 AM,56.4467926025391
10/13/2025 9:26:20 AM,56.6990585327148
10/13/2025 9:26:30 AM,56.4073753356934
10/13/2025 9:26:40 AM,56.6564559936523
10/13/2025 9:26:50 AM,56.1285018920898
10/13/2025 9:27:00 AM,56.6450500488281
10/13/2025 9:27:10 AM,56.5028877258301
10/13/2025 9:27:20 AM,56.5402870178223
10/13/2025 9:27:30 AM,56.5565948486328
10/13/2025 9:27:40 AM,56.3149452209473
10/13/2025 9:27:50 AM,56.4440689086914
10/13/2025 9:28:00 AM,56.4788551330566
10/13/2025 9:28:10 AM,56.450080871582
10/13/2025 9:28:20 AM,56.417121887207
10/13/2025 9:28:30 AM,56.5385284423828
10/13/2025 9:28:40 AM,56.5531234741211
10/13/2025 9:28:50 AM,56.5426559448242
10/13/2025 9:29:00 AM,56.2305946350098
10/13/2025 9:29:10 AM,56.4950218200684
10/13/2025 9:29:20 AM,56.4188613891602
10/13/2025 9:29:30 AM,56.618766784668
10/13/2025 9:29:40 AM,56.6591491699219
10/13/2025 9:29:50 AM,
10/13/2025 9:30:00 AM,
10/13/2025 9:30:10 AM,57.6717147827148
10/13/2025 9:30:20 AM,61.0372695922852
10/13/2025 9:30:30 AM,60.6323699951172
10/13/2025 9:30:40 AM,60.1944007873535
10/13/2025 9:30:50 AM,60.566478729248
10/13/2025 9:31:00 AM,61.0738487243652
10/13/2025 9:31:10 AM,60.4626693725586
10/13/2025 9:31:20 AM,60.7286376953125
10/13/2025 9:31:30 AM,61.0454559326172
10/13/2025 9:31:40 AM,60.5999794006348
10/13/2025 9:31:50 AM,60.5044822692871
10/13/2025 9:32:00 AM,60.4825096130371
10/13/2025 9:32:10 AM,60.9906730651855
10/13/2025 9:32:20 AM,61.1132392883301
10/13/2025 9:32:30 AM,60.7640571594238
10/13/2025 9:32:40 AM,60.7257652282715
10/13/2025 9:32:50 AM,60.7124137878418
10/13/2025 9:33:00 AM,60.8174743652344
10/13/2025 9:33:10 AM,60.9614295959473
10/13/2025 9:33:20 AM,60.875415802002
10/13/2025 9:33:30 AM,60.6435966491699
10/13/2025 9:33:40 AM,60.9820022583008
10/13/2025 9:33:50 AM,61.0680999755859
10/13/2025 9:34:00 AM,61.1343383789062
10/13/2025 9:34:10 AM,61.4060211181641
10/13/2025 9:34:20 AM,61.5047073364258
10/13/2025 9:34:30 AM,61.105297088623
10/13/2025 9:34:40 AM,61.0670852661133
10/13/2025 9:34:50 AM,60.6591758728027
10/13/2025 9:35:00 AM,
10/13/2025 9:35:10 AM,59.4069900512695
10/13/2025 9:35:20 AM,52.3003311157227
10/13/2025 9:35:30 AM,50.7570304870605
10/13/2025 9:35:40 AM,50.1674575805664
10/13/2025 9:35:50 AM,50.3634719848633
10/13/2025 9:36:00 AM,50.2405014038086
10/13/2025 9:36:10 AM,50.2783699035645
10/13/2025 9:36:20 AM,50.3420143127441
10/13/2025 9:36:30 AM,50.3707580566406
10/13/2025 9:36:40 AM,50.2077522277832
10/13/2025 9:36:50 AM,50.2585525512695
10/13/2025 9:37:00 AM,50.2687149047852
10/13/2025 9:37:10 AM,50.2803115844727
10/13/2025 9:37:20 AM,50.6376533508301
10/13/2025 9:37:30 AM,50.6560363769531
10/13/2025 9:37:40 AM,50.4279937744141
10/13/2025 9:37:50 AM,50.4854888916016
10/13/2025 9:38:00 AM,50.3580284118652
