TIME,MEASURE
10:49:02,660.44
10:49:03,660.44
10:49:04,660.19
10:49:05,657.35
10:49:06,657.35
10:49:07,659.61
10:49:08,658.56
10:49:09,649.31
10:49:10,649.31
10:49:11,640.75
10:49:12,646.13
10:49:13,654.33
10:49:14,673.99
10:49:15,679.9
10:49:16,678.99
10:49:17,677.42
10:49:18,669.08
10:49:19,667.44
10:49:20,664.76
10:49:21,663.36
10:49:22,666.05
10:49:23,680.56
10:49:24,662.82
10:49:25,662.82
10:49:26,660.05
10:49:27,666.84
10:49:28,667.72
10:49:29,664.19
10:49:30,662.54
10:49:31,662.24
10:49:32,660.18
10:49:33,659.48
10:49:34,658.61
10:49:35,659.53
10:49:36,659.53
10:49:37,661.12
10:49:38,660.64
10:49:39,660.83
10:49:40,662.47
10:49:41,665.5
10:49:42,664.77
10:49:43,665.75
10:49:44,662.29
10:49:45,659.4
10:49:46,659.11
10:49:47,661.58
10:49:48,659.69
10:49:49,659.69
10:49:50,655.32
10:49:51,659.45
10:49:52,662.65
10:49:53,661.19
10:49:54,659.48
10:49:55,658.39
10:49:56,658.88
10:49:57,661.95
10:49:58,663.26
10:49:59,669.0
10:50:00,671.77
10:50:01,671.36
10:50:02,669.37
10:50:03,669.06
10:50:04,669.1
10:50:05,669.6
10:50:06,670.78
10:50:07,670.49
10:50:08,668.99
10:50:09,665.0
10:50:10,665.0
10:50:11,663.53
10:50:12,664.79
10:50:13,665.16
10:50:14,665.9
10:50:15,664.98
10:50:16,665.03
10:50:17,658.54
10:50:18,656.9
10:50:19,651.19
10:50:20,648.53
10:50:21,646.37
10:50:22,646.46
10:50:23,645.17
10:50:24,643.13
10:50:25,643.13
10:50:26,643.73
10:50:27,642.87
10:50:28,642.64
10:50:29,643.72
10:50:30,643.97
10:50:31,643.97
10:50:32,646.66
10:50:33,649.28
10:50:34,652.14
10:50:35,657.63
10:50:36,656.23
10:50:37,655.79
10:50:38,654.58
10:50:39,652.86
10:50:40,652.46
10:50:41,652.18
10:50:42,653.84
10:50:43,656.51
10:50:44,658.58
10:50:45,???
10:50:46,???
10:50:47,659.58
10:50:48,658.97
10:50:49,657.78
10:50:50,656.95
10:50:51,656.95
10:50:52,???
10:50:53,???
10:50:54,???
10:50:55,???
10:50:56,???
10:50:57,???
10:50:58,???
10:50:59,???
10:51:00,???
10:51:01,???
10:51:02,???
10:51:03,???
10:51:04,???
10:51:05,???
10:51:06,???
10:51:07,???
10:51:08,???
10:51:09,???
10:51:10,???
10:51:11,???
10:51:12,???
10:51:13,???
10:51:14,???
10:51:15,???
10:51:16,???
10:51:17,???
10:51:18,???
10:51:19,???
10:51:20,???
10:51:21,???
10:51:22,???
10:51:23,???
10:51:24,???
10:51:25,???
10:51:26,???
10:51:27,???
10:51:28,???
10:51:29,???
10:51:30,???
10:51:31,???
10:51:32,???
10:51:33,???
