TIME,MEASURE
09:50:45,???
09:50:46,???
09:50:47,???
09:50:48,0.0
09:50:49,???
09:50:50,???
09:50:51,???
09:50:52,???
09:50:53,0.0
09:50:54,0.0
09:50:55,0.0
09:50:56,0.0
09:50:57,0.0
09:50:58,0.0
09:50:59,0.0
09:51:00,2.11
09:51:01,2.1
09:51:02,2.81
09:51:03,2.61
09:51:04,1.89
09:51:05,0.0
09:51:06,0.0
09:51:07,0.0
09:51:08,0.0
09:51:09,???
09:51:10,-1.56
09:51:11,0.0
09:51:12,1.24
09:51:13,1.57
09:51:14,2.15
09:51:15,1.71
09:51:16,1.71
09:51:17,1.68
09:51:18,0.0
09:51:19,-2.04
09:51:20,???
09:51:21,???
09:51:22,-1.69
09:51:23,-1.39
09:51:24,-0.95
09:51:25,0.0
09:51:26,0.0
09:51:27,0.0
09:51:28,0.0
09:51:29,0.0
09:51:30,1.34
09:51:31,2.02
09:51:32,2.02
09:51:33,???
09:51:34,???
09:51:35,???
09:51:36,???
09:51:37,???
09:51:38,???
09:51:39,???
09:51:40,???
09:51:41,???
09:51:42,???
09:51:43,???
09:51:44,???
09:51:45,???
09:51:46,???
09:51:47,???
09:51:48,???
09:51:49,???
09:51:50,???
09:51:51,???
09:51:52,???
09:51:53,???
09:51:54,???
09:51:55,???
09:51:56,???
09:51:57,???
09:51:58,???
