TIME,MEASURE
08:07:55,-0.22
08:07:56,-0.22
08:07:57,0.0
08:07:58,0.37
08:07:59,0.54
08:08:00,0.54
08:08:01,0.73
08:08:02,0.73
08:08:03,0.73
08:08:04,0.73
08:08:05,0.7
08:08:06,0.77
08:08:07,0.77
08:08:08,0.77
08:08:09,0.86
08:08:10,0.86
08:08:11,0.88
08:08:12,0.88
08:08:13,0.76
08:08:14,0.68
08:08:15,0.68
08:08:16,0.65
08:08:17,0.63
08:08:18,0.58
08:08:19,0.58
08:08:20,0.52
08:08:21,0.53
08:08:22,0.5
08:08:23,0.45
08:08:24,???
08:08:25,0.36
08:08:26,0.36
08:08:27,0.37
08:08:28,???
08:08:29,???
08:08:30,???
08:08:31,0.29
08:08:32,0.26
08:08:33,0.24
08:08:34,0.21
08:08:35,0.0
08:08:36,0.0
08:08:37,0.0
08:08:38,0.0
08:08:39,0.36
08:08:40,0.35
08:08:41,0.35
08:08:42,0.33
08:08:43,0.34
08:08:44,0.37
08:08:45,0.37
08:08:46,0.34
08:08:47,0.28
08:08:48,0.34
08:08:49,0.35
08:08:50,???
08:08:51,0.33
08:08:52,0.33
08:08:53,0.33
08:08:54,???
08:08:55,???
08:08:56,???
08:08:57,???
08:08:58,???
