Date,A Mass flow rate [kg/s]
10/15/2025 9:39:00 AM,62.1044769287109
10/15/2025 9:39:10 AM,62.8793449401855
10/15/2025 9:39:20 AM,63.2400703430176
10/15/2025 9:39:30 AM,63.1949501037598
10/15/2025 9:39:40 AM,63.0915756225586
10/15/2025 9:39:50 AM,62.7285270690918
10/15/2025 9:40:00 AM,62.6176872253418
10/15/2025 9:40:10 AM,62.766845703125
10/15/2025 9:40:20 AM,62.4818305969238
10/15/2025 9:40:30 AM,62.7595024108887
10/15/2025 9:40:40 AM,63.0479545593262
10/15/2025 9:40:50 AM,63.2318687438965
10/15/2025 9:41:00 AM,63.1276931762695
10/15/2025 9:41:10 AM,62.8317413330078
10/15/2025 9:41:20 AM,62.5287666320801
10/15/2025 9:41:30 AM,63.4480857849121
10/15/2025 9:41:40 AM,62.7606010437012
10/15/2025 9:41:50 AM,63.4601707458496
10/15/2025 9:42:00 AM,62.9356689453125
10/15/2025 9:42:10 AM,63.3376159667969
10/15/2025 9:42:20 AM,63.1383514404297
10/15/2025 9:42:30 AM,63.6179733276367
10/15/2025 9:42:40 AM,63.1074485778809
10/15/2025 9:42:50 AM,62.8337173461914
10/15/2025 9:43:00 AM,63.1108131408691
10/15/2025 9:43:10 AM,62.870719909668
10/15/2025 9:43:20 AM,62.5300674438477
10/15/2025 9:43:30 AM,63.3208503723145
10/15/2025 9:43:40 AM,63.2579193115234
10/15/2025 9:43:50 AM,62.9991226196289
10/15/2025 9:44:00 AM,
10/15/2025 9:44:10 AM,
10/15/2025 9:44:20 AM,
10/15/2025 9:44:30 AM,59.0486183166504
10/15/2025 9:44:40 AM,56.6086921691895
