Date,A Mass flow rate [kg/h]
12/2/2025 9:56:34 AM,137272.137451172
12/2/2025 9:56:35 AM,137913.56048584
12/2/2025 9:56:36 AM,139949.725341797
12/2/2025 9:56:37 AM,140088.056945801
12/2/2025 9:56:38 AM,141845.539855957
12/2/2025 9:56:39 AM,141619.358825684
12/2/2025 9:56:40 AM,140349.778747559
12/2/2025 9:56:41 AM,140430.77545166
12/2/2025 9:56:42 AM,140784.233093262
12/2/2025 9:56:43 AM,141268.977355957
12/2/2025 9:56:44 AM,141992.866516113
12/2/2025 9:56:45 AM,141599.624633789
12/2/2025 9:56:46 AM,140704.815673828
12/2/2025 9:56:47 AM,140952.433776855
12/2/2025 9:56:48 AM,141624.577331543
12/2/2025 9:56:49 AM,140163.505554199
12/2/2025 9:56:50 AM,139303.303527832
12/2/2025 9:56:51 AM,139036.129760742
12/2/2025 9:56:52 AM,139152.84576416
12/2/2025 9:56:53 AM,140478.016662598
12/2/2025 9:56:54 AM,140457.389831543
12/2/2025 9:56:55 AM,140500.881958008
12/2/2025 9:56:56 AM,140383.602905273
12/2/2025 9:56:57 AM,140186.631774902
12/2/2025 9:56:58 AM,141079.037475586
12/2/2025 9:56:59 AM,141328.591918945
12/2/2025 9:57:00 AM,140833.232116699
12/2/2025 9:57:01 AM,140429.04510498
12/2/2025 9:57:02 AM,139701.173400879
12/2/2025 9:57:03 AM,139452.305603027
12/2/2025 9:57:04 AM,139556.401062012
12/2/2025 9:57:05 AM,139516.946411133
12/2/2025 9:57:06 AM,139442.980957031
12/2/2025 9:57:07 AM,139488.848876953
12/2/2025 9:57:08 AM,139575.009155273
12/2/2025 9:57:09 AM,139394.242858887
12/2/2025 9:57:10 AM,139890.660095215
12/2/2025 9:57:11 AM,140052.83203125
12/2/2025 9:57:12 AM,139883.21685791
12/2/2025 9:57:13 AM,139740.875244141
12/2/2025 9:57:14 AM,140008.969116211
12/2/2025 9:57:15 AM,140351.234436035
12/2/2025 9:57:16 AM,140633.624267578
12/2/2025 9:57:17 AM,140830.787658691
12/2/2025 9:57:18 AM,141031.04095459
12/2/2025 9:57:19 AM,140761.21673584
12/2/2025 9:57:20 AM,140794.560241699
12/2/2025 9:57:21 AM,141001.858520508
12/2/2025 9:57:22 AM,140884.812927246
12/2/2025 9:57:23 AM,141163.906860352
12/2/2025 9:57:24 AM,141433.992004395
12/2/2025 9:57:25 AM,140932.809448242
12/2/2025 9:57:26 AM,140994.16809082
12/2/2025 9:57:27 AM,140744.53125
12/2/2025 9:57:28 AM,140920.436096191
12/2/2025 9:57:29 AM,140538.90838623
12/2/2025 9:57:30 AM,140645.599365234
12/2/2025 9:57:31 AM,140762.219238281
12/2/2025 9:57:32 AM,141085.437011719
12/2/2025 9:57:33 AM,140930.419921875
12/2/2025 9:57:34 AM,140822.108459473
12/2/2025 9:57:35 AM,140188.471984863
12/2/2025 9:57:36 AM,140338.215637207
12/2/2025 9:57:37 AM,140593.482971191
12/2/2025 9:57:38 AM,140645.805358887
12/2/2025 9:57:39 AM,140701.176452637
12/2/2025 9:57:40 AM,140337.776184082
