TIME,MEASURE
09:32:44,???
09:32:45,???
09:32:46,???
09:32:47,???
09:32:48,???
09:32:49,???
09:32:50,???
09:32:51,???
09:32:52,233.53
09:32:53,233.53
09:32:54,233.53
09:32:55,???
09:32:56,???
09:32:57,233.52
09:32:58,238.03
09:32:59,???
09:33:00,247.4
09:33:01,247.96
09:33:02,246.37
09:33:03,255.57
09:33:04,255.57
09:33:05,257.66
09:33:06,262.36
09:33:07,256.41
09:33:08,250.64
09:33:09,249.38
09:33:10,248.24
09:33:11,245.85
09:33:12,251.02
09:33:13,249.11
09:33:14,254.33
09:33:15,254.33
09:33:16,257.6
09:33:17,252.89
09:33:18,252.52
09:33:19,258.12
09:33:20,256.12
09:33:21,256.26
09:33:22,253.25
09:33:23,251.53
09:33:24,251.05
09:33:25,251.22
09:33:26,250.97
09:33:27,251.23
09:33:28,250.02
09:33:29,250.81
09:33:30,249.34
09:33:31,246.85
09:33:32,244.22
09:33:33,245.12
09:33:34,245.8
09:33:35,245.69
09:33:36,246.54
09:33:37,246.54
09:33:38,246.26
09:33:39,246.75
09:33:40,245.85
09:33:41,246.58
09:33:42,246.44
09:33:43,245.42
09:33:44,246.72
09:33:45,247.77
09:33:46,247.77
09:33:47,247.93
09:33:48,248.16
09:33:49,248.08
09:33:50,248.16
09:33:51,247.61
09:33:52,247.29
09:33:53,247.14
09:33:54,246.61
09:33:55,246.09
09:33:56,245.78
09:33:57,246.07
09:33:58,246.21
09:33:59,245.37
09:34:00,245.69
09:34:01,245.72
09:34:02,245.5
09:34:03,???
09:34:04,???
09:34:05,???
09:34:06,???
09:34:07,???
09:34:08,???
09:34:09,???
09:34:10,???
09:34:11,???
09:34:12,???
09:34:13,???
09:34:14,???
09:34:15,???
09:34:16,???
09:34:17,???
09:34:18,???
09:34:19,???
09:34:20,???
09:34:21,???
09:34:22,???
09:34:23,???
