Date,A Mass flow rate [kg/s]
10/15/2025 9:10:34 AM,36.9031295776367
10/15/2025 9:10:44 AM,36.6219520568848
10/15/2025 9:10:54 AM,36.784309387207
10/15/2025 9:11:04 AM,36.8741912841797
10/15/2025 9:11:14 AM,36.4980583190918
10/15/2025 9:11:24 AM,37.1229934692383
10/15/2025 9:11:34 AM,37.5324211120605
10/15/2025 9:11:44 AM,37.5000228881836
10/15/2025 9:11:54 AM,37.0106010437012
10/15/2025 9:12:04 AM,37.3620262145996
10/15/2025 9:12:14 AM,36.9609794616699
10/15/2025 9:12:24 AM,36.7105445861816
10/15/2025 9:12:34 AM,36.9103622436523
10/15/2025 9:12:44 AM,37.3487815856934
10/15/2025 9:12:54 AM,37.2714195251465
10/15/2025 9:13:04 AM,37.5918502807617
10/15/2025 9:13:14 AM,38.2992858886719
10/15/2025 9:13:24 AM,38.1162033081055
