TIME,MEASURE
09:33:11,???
09:33:12,???
09:33:13,???
09:33:14,0.69
09:33:15,0.69
09:33:16,0.69
09:33:17,???
09:33:18,???
09:33:19,???
09:33:20,???
09:33:21,???
09:33:22,???
09:33:23,???
09:33:24,???
09:33:25,???
09:33:26,???
09:33:27,???
09:33:28,???
09:33:29,???
09:33:30,???
09:33:31,???
09:33:32,???
09:33:33,???
09:33:34,14.01
09:33:35,???
09:33:36,???
09:33:37,???
09:33:38,???
09:33:39,9.29
09:33:40,9.29
09:33:41,9.29
09:33:42,5.36
09:33:43,???
09:33:44,???
09:33:45,???
09:33:46,???
09:33:47,???
09:33:48,???
09:33:49,3.84
09:33:50,3.84
09:33:51,???
09:33:52,???
09:33:53,???
09:33:54,???
09:33:55,???
09:33:56,???
09:33:57,???
09:33:58,???
09:33:59,???
09:34:00,???
09:34:01,???
09:34:02,???
09:34:03,???
09:34:04,???
09:34:05,???
