Date,A Mass flow rate [kg/h]
11/20/2025 9:32:39 AM,-11.0625908710063
11/20/2025 9:32:49 AM,-12.5431870110333
11/20/2025 9:32:59 AM,-11.0266568139195
11/20/2025 9:33:09 AM,-10.6316076591611
11/20/2025 9:33:19 AM,-11.0772583633661
11/20/2025 9:33:29 AM,-10.306182783097
11/20/2025 9:33:39 AM,-9.97627442702651
11/20/2025 9:33:49 AM,-10.0039640441537
11/20/2025 9:33:59 AM,-9.96541567146778
11/20/2025 9:34:09 AM,-8.81891967728734
11/20/2025 9:34:19 AM,-5.90061508119106
11/20/2025 9:34:29 AM,-5.58054079301655
11/20/2025 9:34:39 AM,-1.05576461646706
11/20/2025 9:34:49 AM,-3.09016483370215
11/20/2025 9:34:59 AM,0
11/20/2025 9:35:09 AM,0
11/20/2025 9:35:19 AM,0.880940433125943
11/20/2025 9:35:29 AM,-2.79718651436269
11/20/2025 9:35:39 AM,-3.73636242002249
11/20/2025 9:35:49 AM,0
11/20/2025 9:35:59 AM,1.12532131606713
11/20/2025 9:36:09 AM,1.11261885613203
11/20/2025 9:36:19 AM,0.946169451344758
11/20/2025 9:36:29 AM,0
11/20/2025 9:36:39 AM,0
11/20/2025 9:36:49 AM,0
11/20/2025 9:36:59 AM,1.19440527632833
11/20/2025 9:37:09 AM,0.976741185877472
11/20/2025 9:37:19 AM,0
11/20/2025 9:37:29 AM,0
11/20/2025 9:37:39 AM,0
11/20/2025 9:37:49 AM,0
11/20/2025 9:37:59 AM,0
11/20/2025 9:38:09 AM,0
11/20/2025 9:38:19 AM,0
11/20/2025 9:38:29 AM,0
11/20/2025 9:38:39 AM,-1.90165098756552
11/20/2025 9:38:49 AM,-4.53596916049719
11/20/2025 9:38:59 AM,-1.51389492675662
11/20/2025 9:39:09 AM,0
11/20/2025 9:39:19 AM,0
11/20/2025 9:39:29 AM,-3.75401847995818
11/20/2025 9:39:39 AM,0
11/20/2025 9:39:49 AM,0
11/20/2025 9:39:59 AM,0
11/20/2025 9:40:09 AM,0
11/20/2025 9:40:19 AM,0
