Date,A Mass flow rate [kg/s]
10/15/2025 10:29:58 AM,61.1642608642578
10/15/2025 10:30:08 AM,60.2241821289062
10/15/2025 10:30:18 AM,59.7344017028809
10/15/2025 10:30:28 AM,60.2685890197754
10/15/2025 10:30:38 AM,60.7362785339355
10/15/2025 10:30:48 AM,
10/15/2025 10:30:58 AM,62.8993835449219
10/15/2025 10:31:08 AM,63.2665939331055
10/15/2025 10:31:18 AM,63.3511848449707
10/15/2025 10:31:28 AM,63.8464126586914
10/15/2025 10:31:38 AM,64.3238830566406
10/15/2025 10:31:48 AM,63.2452354431152
10/15/2025 10:31:58 AM,63.873405456543
10/15/2025 10:32:08 AM,63.7940330505371
10/15/2025 10:32:18 AM,63.7367324829102
10/15/2025 10:32:28 AM,63.6226348876953
