TIME,MEASURE
08:51:47,???
08:51:48,???
08:51:49,-57.57
08:51:50,-57.57
08:51:51,???
08:51:52,???
08:51:53,???
08:51:54,???
08:51:55,???
08:51:56,???
08:51:57,???
08:51:58,???
08:51:59,???
08:52:00,???
08:52:01,???
08:52:02,???
08:52:03,???
08:52:04,???
08:52:05,???
08:52:06,???
08:52:07,???
08:52:08,???
08:52:09,???
08:52:10,???
08:52:11,???
08:52:12,???
08:52:13,???
08:52:14,???
08:52:15,???
08:52:16,???
08:52:17,???
08:52:18,???
08:52:19,???
08:52:20,???
08:52:21,???
08:52:22,???
08:52:23,???
08:52:24,???
08:52:25,???
08:52:26,???
08:52:27,???
08:52:28,???
08:52:29,???
08:52:30,???
08:52:31,???
08:52:32,???
08:52:33,???
08:52:34,???
08:52:35,???
08:52:36,???
08:52:37,???
08:52:38,???
08:52:39,???
08:52:40,???
08:52:41,???
08:52:42,???
08:52:43,???
08:52:44,???
08:52:45,12.63
08:52:46,23.74
08:52:47,23.74
08:52:48,49.13
08:52:49,55.86
08:52:50,58.69
08:52:51,67.91
08:52:52,67.91
08:52:53,68.58
08:52:54,68.47
08:52:55,66.83
08:52:56,61.12
08:52:57,61.12
08:52:58,61.09
08:52:59,???
08:53:00,62.71
08:53:01,69.47
08:53:02,69.47
08:53:03,73.02
08:53:04,76.38
08:53:05,76.47
08:53:06,76.4
08:53:07,76.4
08:53:08,76.94
08:53:09,76.87
08:53:10,76.87
08:53:11,77.77
08:53:12,77.86
08:53:13,78.0
08:53:14,77.27
08:53:15,77.27
08:53:16,74.68
08:53:17,74.58
08:53:18,74.79
08:53:19,75.86
08:53:20,75.86
08:53:21,???
08:53:22,???
08:53:23,73.27
08:53:24,67.45
08:53:25,64.55
08:53:26,60.37
08:53:27,60.37
08:53:28,59.06
08:53:29,58.83
08:53:30,58.83
08:53:31,???
08:53:32,???
08:53:33,???
08:53:34,???
08:53:35,???
