TIME,MEASURE
09:27:03,16.12
09:27:04,16.12
09:27:05,5.84
09:27:06,1.43
09:27:07,0.23
09:27:08,-0.39
09:27:09,0.0
09:27:10,0.0
09:27:11,0.0
09:27:12,0.4
09:27:13,0.0
09:27:14,-0.53
09:27:15,0.0
09:27:16,-0.38
09:27:17,-1.18
09:27:18,-0.65
09:27:19,-0.51
09:27:20,0.67
09:27:21,0.75
09:27:22,0.63
09:27:23,0.87
09:27:24,0.87
09:27:25,1.03
09:27:26,0.88
09:27:27,0.73
09:27:28,0.57
09:27:29,0.46
09:27:30,0.43
09:27:31,0.33
09:27:32,0.38
09:27:33,0.39
09:27:34,0.42
09:27:35,0.44
09:27:36,0.47
09:27:37,0.25
09:27:38,0.0
09:27:39,0.0
09:27:40,0.36
09:27:41,???
09:27:42,???
09:27:43,???
09:27:44,???
09:27:45,???
09:27:46,???
09:27:47,???
09:27:48,???
09:27:49,???
09:27:50,???
09:27:51,???
09:27:52,???
09:27:53,???
09:27:54,???
