TIME,MEASURE
09:09:30,-15.38
09:09:31,-15.38
09:09:32,-15.38
09:09:33,???
09:09:34,???
09:09:35,???
09:09:36,???
09:09:37,???
09:09:38,???
09:09:39,-7.14
09:09:40,1.1
09:09:41,1.1
09:09:42,1.1
09:09:43,1.1
09:09:44,1.1
09:09:45,5.04
09:09:46,???
09:09:47,???
09:09:48,???
09:09:49,???
09:09:50,???
09:09:51,???
09:09:52,???
09:09:53,???
09:09:54,???
09:09:55,???
09:09:56,6.95
09:09:57,6.95
09:09:58,6.95
09:09:59,12.66
09:10:00,12.73
09:10:01,12.73
09:10:02,12.73
09:10:03,12.73
09:10:04,12.73
09:10:05,12.73
09:10:06,???
09:10:07,???
09:10:08,???
09:10:09,12.86
09:10:10,13.14
09:10:11,13.14
09:10:12,13.14
09:10:13,13.14
09:10:14,13.14
09:10:15,13.14
09:10:16,???
09:10:17,???
09:10:18,???
09:10:19,???
09:10:20,???
09:10:21,???
09:10:22,???
09:10:23,???
09:10:24,???
09:10:25,13.31
09:10:26,13.31
09:10:27,13.31
09:10:28,13.31
09:10:29,13.31
09:10:30,13.31
09:10:31,???
09:10:32,???
09:10:33,???
09:10:34,???
09:10:35,13.47
09:10:36,13.72
09:10:37,13.72
09:10:38,13.72
09:10:39,13.72
09:10:40,13.72
09:10:41,14.14
09:10:42,14.68
09:10:43,14.68
09:10:44,14.68
09:10:45,???
09:10:46,15.63
09:10:47,15.63
09:10:48,15.63
09:10:49,15.63
09:10:50,15.63
09:10:51,15.63
09:10:52,16.44
09:10:53,16.44
09:10:54,16.44
09:10:55,16.44
09:10:56,16.2
09:10:57,15.87
09:10:58,15.87
09:10:59,15.87
09:11:00,15.37
09:11:01,15.37
09:11:02,15.37
09:11:03,15.37
09:11:04,15.37
09:11:05,14.75
09:11:06,14.12
09:11:07,14.12
09:11:08,14.12
09:11:09,14.12
09:11:10,13.91
09:11:11,13.65
09:11:12,13.65
09:11:13,13.65
09:11:14,13.65
09:11:15,13.65
09:11:16,13.69
09:11:17,13.92
09:11:18,13.92
09:11:19,13.92
09:11:20,???
09:11:21,???
09:11:22,???
09:11:23,???
09:11:24,14.08
09:11:25,14.08
09:11:26,14.08
09:11:27,14.08
09:11:28,14.08
09:11:29,14.27
09:11:30,14.51
09:11:31,14.51
09:11:32,14.51
09:11:33,14.75
