Date,A Mass flow rate [kg/h]
12/9/2025 1:15:57 PM,-97936.0153198242
12/9/2025 1:15:58 PM,-97936.0153198242
12/9/2025 1:15:59 PM,-97936.0153198242
12/9/2025 1:16:00 PM,-95272.7508544922
12/9/2025 1:16:01 PM,-94712.5511169434
12/9/2025 1:16:02 PM,-94028.5011291504
12/9/2025 1:16:03 PM,-91499.942779541
12/9/2025 1:16:04 PM,-90704.8072814941
12/9/2025 1:16:05 PM,-91231.8901062012
12/9/2025 1:16:06 PM,-91218.514251709
12/9/2025 1:16:07 PM,-91844.7898864746
12/9/2025 1:16:08 PM,-93201.7936706543
12/9/2025 1:16:09 PM,-92919.5205688477
12/9/2025 1:16:10 PM,-92746.2112426758
12/9/2025 1:16:11 PM,-92980.3642272949
12/9/2025 1:16:12 PM,-92692.8657531738
12/9/2025 1:16:13 PM,-92182.1250915527
12/9/2025 1:16:14 PM,-91763.6077880859
12/9/2025 1:16:15 PM,-92910.8139038086
12/9/2025 1:16:16 PM,-93130.8151245117
12/9/2025 1:16:17 PM,-92781.5254211426
12/9/2025 1:16:18 PM,-93808.8020324707
12/9/2025 1:16:19 PM,-94566.3505554199
12/9/2025 1:16:20 PM,-94973.7236022949
12/9/2025 1:16:21 PM,-94713.4094238281
12/9/2025 1:16:22 PM,-95090.3503417969
12/9/2025 1:16:23 PM,-95351.2069702148
12/9/2025 1:16:24 PM,-95645.0294494629
12/9/2025 1:16:25 PM,-95859.1461181641
12/9/2025 1:16:26 PM,-96563.5276794434
12/9/2025 1:16:27 PM,-96355.0277709961
12/9/2025 1:16:28 PM,-96408.2221984863
12/9/2025 1:16:29 PM,-95825.7820129395
12/9/2025 1:16:30 PM,-95701.2245178223
12/9/2025 1:16:31 PM,-95339.4515991211
12/9/2025 1:16:32 PM,-95099.5239257812
12/9/2025 1:16:33 PM,-95055.6610107422
12/9/2025 1:16:34 PM,-94983.0551147461
12/9/2025 1:16:35 PM,-94944.7746276855
12/9/2025 1:16:36 PM,-94757.8971862793
12/9/2025 1:16:37 PM,-94621.0350036621
12/9/2025 1:16:38 PM,-94525.7629394531
12/9/2025 1:16:39 PM,-94295.9701538086
12/9/2025 1:16:40 PM,-94000.4241943359
12/9/2025 1:16:41 PM,-93849.3896484375
12/9/2025 1:16:42 PM,-93736.5600585938
12/9/2025 1:16:43 PM,-93731.3415527344
12/9/2025 1:16:44 PM,-93724.8733520508
12/9/2025 1:16:45 PM,-93535.400390625
12/9/2025 1:16:46 PM,-93562.4198913574
12/9/2025 1:16:47 PM,-93629.4639587402
12/9/2025 1:16:48 PM,-93743.3990478516
12/9/2025 1:16:49 PM,-93822.0542907715
12/9/2025 1:16:50 PM,-93676.1901855469
12/9/2025 1:16:51 PM,-93470.8488464355
12/9/2025 1:16:52 PM,-93572.6921081543
12/9/2025 1:16:53 PM,-93561.939239502
12/9/2025 1:16:54 PM,-93650.2899169922
12/9/2025 1:16:55 PM,-93768.7705993652
