TIME,MEASURE
10:07:29,764.0
10:07:30,764.0
10:07:31,764.0
10:07:32,764.0
10:07:33,???
10:07:34,???
10:07:35,???
10:07:36,???
10:07:37,???
10:07:38,???
10:07:39,746.85
10:07:40,736.3
10:07:41,???
10:07:42,???
10:07:43,???
10:07:44,746.16
10:07:45,???
10:07:46,???
10:07:47,???
10:07:48,744.51
10:07:49,745.03
10:07:50,747.96
10:07:51,749.52
10:07:52,749.52
10:07:53,749.52
10:07:54,747.82
10:07:55,747.14
10:07:56,746.06
10:07:57,745.02
10:07:58,745.02
10:07:59,745.02
10:08:00,742.78
10:08:01,737.24
10:08:02,730.69
10:08:03,729.86
10:08:04,729.86
10:08:05,729.86
10:08:06,730.38
10:08:07,731.03
10:08:08,726.78
10:08:09,720.28
10:08:10,720.28
10:08:11,720.28
10:08:12,720.34
10:08:13,721.16
10:08:14,724.16
10:08:15,725.06
10:08:16,725.06
10:08:17,725.06
10:08:18,720.45
10:08:19,715.82
10:08:20,712.1
10:08:21,707.85
10:08:22,707.85
10:08:23,707.85
10:08:24,706.95
10:08:25,708.82
10:08:26,713.79
10:08:27,718.21
10:08:28,718.21
10:08:29,718.21
10:08:30,718.92
10:08:31,718.46
10:08:32,720.82
10:08:33,719.51
10:08:34,719.51
10:08:35,719.51
10:08:36,716.85
10:08:37,713.35
10:08:38,710.1
10:08:39,707.61
10:08:40,707.61
10:08:41,707.61
10:08:42,710.91
10:08:43,713.81
10:08:44,716.32
10:08:45,717.58
10:08:46,717.58
10:08:47,717.58
10:08:48,718.9
10:08:49,720.56
10:08:50,722.73
10:08:51,723.53
10:08:52,723.53
10:08:53,723.53
10:08:54,725.41
10:08:55,725.32
10:08:56,724.56
10:08:57,723.22
10:08:58,723.22
10:08:59,723.22
10:09:00,721.46
10:09:01,721.77
10:09:02,721.71
10:09:03,720.53
10:09:04,720.53
10:09:05,720.53
10:09:06,721.31
10:09:07,723.64
10:09:08,726.21
10:09:09,727.39
10:09:10,727.39
10:09:11,727.39
10:09:12,730.27
10:09:13,732.08
10:09:14,735.16
10:09:15,737.45
10:09:16,737.45
10:09:17,741.48
10:09:18,749.96
10:09:19,756.22
10:09:20,759.37
10:09:21,756.8
10:09:22,757.63
10:09:23,757.63
10:09:24,748.62
10:09:25,748.14
10:09:26,748.14
10:09:27,754.31
10:09:28,765.28
10:09:29,770.17
10:09:30,770.17
10:09:31,769.11
10:09:32,764.98
10:09:33,764.98
10:09:34,760.97
10:09:35,766.01
10:09:36,766.45
10:09:37,766.45
10:09:38,758.12
10:09:39,756.75
10:09:40,756.75
10:09:41,757.59
10:09:42,752.85
10:09:43,752.85
10:09:44,752.85
10:09:45,755.34
10:09:46,759.34
10:09:47,763.09
10:09:48,765.02
10:09:49,765.02
10:09:50,764.61
10:09:51,761.8
10:09:52,761.86
10:09:53,762.06
10:09:54,762.32
10:09:55,760.73
10:09:56,760.73
10:09:57,757.9
10:09:58,758.36
10:09:59,758.36
10:10:00,755.98
10:10:01,749.27
10:10:02,749.27
10:10:03,749.27
10:10:04,744.08
10:10:05,747.58
10:10:06,747.58
10:10:07,746.76
10:10:08,742.08
10:10:09,742.08
10:10:10,735.16
10:10:11,734.89
10:10:12,734.29
10:10:13,734.29
10:10:14,734.29
10:10:15,734.98
10:10:16,737.27
10:10:17,738.01
10:10:18,737.92
10:10:19,736.03
10:10:20,740.91
10:10:21,742.96
10:10:22,737.4
10:10:23,737.4
10:10:24,???
10:10:25,737.53
10:10:26,734.96
10:10:27,734.18
10:10:28,732.27
10:10:29,732.71
10:10:30,732.93
10:10:31,737.61
10:10:32,742.4
10:10:33,751.01
10:10:34,751.01
