Date,A Volumetric flow rate [m³/h]
11/27/2025 12:44:43 PM,776.741981506348
11/27/2025 12:44:44 PM,785.992330312729
11/27/2025 12:44:45 PM,788.165885210037
11/27/2025 12:44:46 PM,787.67117857933
11/27/2025 12:44:47 PM,787.67117857933
11/27/2025 12:44:48 PM,786.007565259933
11/27/2025 12:44:49 PM,785.45406460762
11/27/2025 12:44:50 PM,782.153820991516
11/27/2025 12:44:51 PM,782.153820991516
11/27/2025 12:44:52 PM,780.664497613907
11/27/2025 12:44:53 PM,775.444650650024
11/27/2025 12:44:54 PM,765.641659498215
11/27/2025 12:44:55 PM,765.641659498215
11/27/2025 12:44:56 PM,766.889852285385
11/27/2025 12:44:57 PM,769.896823167801
11/27/2025 12:44:58 PM,774.078977108002
11/27/2025 12:44:59 PM,774.078977108002
11/27/2025 12:45:00 PM,775.508594512939
11/27/2025 12:45:01 PM,775.418257713318
11/27/2025 12:45:02 PM,776.812899112701
11/27/2025 12:45:03 PM,776.812899112701
11/27/2025 12:45:04 PM,776.003301143646
11/27/2025 12:45:05 PM,778.100520372391
11/27/2025 12:45:06 PM,781.560623645782
11/27/2025 12:45:07 PM,783.833473920822
11/27/2025 12:45:08 PM,785.637849569321
11/27/2025 12:45:09 PM,787.441313266754
11/27/2025 12:45:10 PM,787.441313266754
11/27/2025 12:45:11 PM,788.806986808777
11/27/2025 12:45:12 PM,791.21190905571
11/27/2025 12:45:13 PM,794.010311365128
11/27/2025 12:45:14 PM,794.010311365128
11/27/2025 12:45:15 PM,792.020434141159
11/27/2025 12:45:16 PM,790.843373537064
11/27/2025 12:45:17 PM,789.718401432037
11/27/2025 12:45:18 PM,789.718401432037
11/27/2025 12:45:19 PM,788.732582330704
11/27/2025 12:45:20 PM,784.145200252533
11/27/2025 12:45:21 PM,
11/27/2025 12:45:22 PM,
11/27/2025 12:45:23 PM,
11/27/2025 12:45:24 PM,779.328864812851
11/27/2025 12:45:25 PM,
11/27/2025 12:45:26 PM,775.044304132462
11/27/2025 12:45:27 PM,775.044304132462
11/27/2025 12:45:28 PM,772.485584020615
11/27/2025 12:45:29 PM,768.600082397461
11/27/2025 12:45:30 PM,765.127855539322
11/27/2025 12:45:31 PM,765.127855539322
11/27/2025 12:45:32 PM,763.758051395416
11/27/2025 12:45:33 PM,768.258368968964
