TIME,MEASURE
09:21:29,2.58
09:21:30,2.58
09:21:31,???
09:21:32,???
09:21:33,???
09:21:34,???
09:21:35,???
09:21:36,???
09:21:37,???
09:21:38,???
09:21:39,???
09:21:40,???
09:21:41,???
09:21:42,???
09:21:43,???
09:21:44,???
09:21:45,4.1
09:21:46,3.57
09:21:47,???
09:21:48,???
09:21:49,???
09:21:50,3.13
09:21:51,3.13
09:21:52,???
09:21:53,???
09:21:54,???
09:21:55,???
09:21:56,???
09:21:57,???
09:21:58,???
09:21:59,???
09:22:00,???
09:22:01,???
09:22:02,???
09:22:03,???
09:22:04,???
09:22:05,???
09:22:06,???
09:22:07,???
09:22:08,???
09:22:09,???
09:22:10,1.61
09:22:11,???
09:22:12,???
09:22:13,???
09:22:14,1.83
09:22:15,???
09:22:16,???
09:22:17,???
09:22:18,???
09:22:19,???
09:22:20,???
09:22:21,???
09:22:22,???
09:22:23,???
09:22:24,???
09:22:25,???
09:22:26,1.9
09:22:27,???
09:22:28,2.2
09:22:29,2.2
09:22:30,2.35
09:22:31,1.72
09:22:32,???
09:22:33,???
09:22:34,1.81
09:22:35,???
09:22:36,???
09:22:37,1.58
09:22:38,???
09:22:39,2.08
09:22:40,2.08
09:22:41,1.87
09:22:42,1.84
09:22:43,???
09:22:44,???
09:22:45,1.94
09:22:46,???
09:22:47,???
09:22:48,???
09:22:49,???
09:22:50,???
09:22:51,???
09:22:52,???
09:22:53,???
09:22:54,???
09:22:55,???
09:22:56,2.36
09:22:57,3.7
09:22:58,3.7
09:22:59,???
09:23:00,???
09:23:01,???
09:23:02,???
09:23:03,???
09:23:04,???
09:23:05,???
09:23:06,???
09:23:07,???
09:23:08,???
09:23:09,???
09:23:10,???
09:23:11,???
09:23:12,???
09:23:13,???
09:23:14,???
09:23:15,???
09:23:16,???
09:23:17,???
09:23:18,???
09:23:19,???
09:23:20,???
09:23:21,???
09:23:22,???
09:23:23,???
09:23:24,???
09:23:25,???
09:23:26,???
09:23:27,???
09:23:28,???
09:23:29,???
09:23:30,???
09:23:31,???
09:23:32,???
