TIME,MEASURE
09:37:21,???
09:37:22,???
09:37:23,???
09:37:24,???
09:37:25,???
09:37:26,???
09:37:27,???
09:37:28,-83.35
09:37:29,-84.01
09:37:30,-84.22
09:37:31,-86.05
09:37:32,-86.05
09:37:33,-87.75
09:37:34,-78.89
09:37:35,???
09:37:36,???
09:37:37,???
09:37:38,???
09:37:39,-74.19
09:37:40,-72.76
09:37:41,-71.6
09:37:42,-71.47
09:37:43,-71.47
09:37:44,-72.63
09:37:45,-74.61
09:37:46,-76.27
09:37:47,-76.27
09:37:48,-77.02
09:37:49,???
09:37:50,???
09:37:51,???
09:37:52,-75.96
09:37:53,-75.41
09:37:54,-74.79
09:37:55,-73.36
09:37:56,-73.36
09:37:57,-73.36
09:37:58,-76.16
09:37:59,-83.76
09:38:00,-83.76
09:38:01,-99.55
09:38:02,-99.55
09:38:03,-106.87
09:38:04,-99.76
09:38:05,-92.91
09:38:06,-92.91
09:38:07,-92.91
09:38:08,???
09:38:09,???
09:38:10,???
09:38:11,???
09:38:12,???
09:38:13,???
09:38:14,???
09:38:15,???
09:38:16,-82.55
09:38:17,-82.55
09:38:18,-82.55
09:38:19,-82.55
09:38:20,-84.96
09:38:21,-86.08
09:38:22,-88.25
09:38:23,-89.7
09:38:24,-89.7
09:38:25,-89.7
09:38:26,-93.8
09:38:27,-96.83
09:38:28,-99.24
09:38:29,-99.24
09:38:30,-101.69
09:38:31,-101.69
09:38:32,-108.85
09:38:33,-111.37
09:38:34,-111.37
09:38:35,-108.62
09:38:36,-105.71
09:38:37,-104.18
09:38:38,-101.39
09:38:39,???
09:38:40,???
09:38:41,???
09:38:42,???
09:38:43,-99.02
09:38:44,???
09:38:45,???
09:38:46,???
09:38:47,???
09:38:48,???
09:38:49,???
09:38:50,-95.41
09:38:51,-95.41
09:38:52,???
09:38:53,???
09:38:54,???
09:38:55,???
09:38:56,???
