TIME,MEASURE
08:00:48,???
08:00:49,???
08:00:50,???
08:00:51,???
08:00:52,-9.31
08:00:53,???
08:00:54,???
08:00:55,???
08:00:56,???
08:00:57,???
08:00:58,???
08:00:59,-15.69
08:01:00,???
08:01:01,-15.6
08:01:02,-15.65
08:01:03,???
08:01:04,???
08:01:05,???
08:01:06,???
08:01:07,-16.79
08:01:08,???
08:01:09,???
08:01:10,???
08:01:11,???
08:01:12,???
08:01:13,???
08:01:14,???
08:01:15,???
08:01:16,???
08:01:17,???
08:01:18,???
08:01:19,???
08:01:20,???
08:01:21,???
08:01:22,???
08:01:23,???
08:01:24,???
08:01:25,???
08:01:26,???
08:01:27,???
08:01:28,???
08:01:29,???
08:01:30,???
08:01:31,???
08:01:32,???
08:01:33,???
08:01:34,???
08:01:35,???
08:01:36,???
08:01:37,???
08:01:38,???
08:01:39,???
08:01:40,???
08:01:41,???
08:01:42,???
08:01:43,???
08:01:44,???
08:01:45,???
08:01:46,???
08:01:47,???
08:01:48,???
08:01:49,???
08:01:50,???
08:01:51,???
08:01:52,???
