Date,A Mass flow rate [kg/h]
12/2/2025 10:06:46 AM,204110.99395752
12/2/2025 10:06:47 AM,206564.90020752
12/2/2025 10:06:48 AM,207584.953308105
12/2/2025 10:06:49 AM,207584.953308105
12/2/2025 10:06:50 AM,210175.268554688
12/2/2025 10:06:51 AM,210026.884460449
12/2/2025 10:06:52 AM,209892.260742188
12/2/2025 10:06:53 AM,210717.855834961
12/2/2025 10:06:54 AM,213369.543457031
12/2/2025 10:06:55 AM,215246.543884277
12/2/2025 10:06:56 AM,214091.05682373
12/2/2025 10:06:57 AM,212282.25402832
12/2/2025 10:06:58 AM,213680.099487305
12/2/2025 10:06:59 AM,215566.74041748
12/2/2025 10:07:00 AM,215926.446533203
12/2/2025 10:07:01 AM,216471.327209473
12/2/2025 10:07:02 AM,214647.006225586
12/2/2025 10:07:03 AM,214459.757995605
12/2/2025 10:07:04 AM,213279.304504395
12/2/2025 10:07:05 AM,211967.330932617
12/2/2025 10:07:06 AM,212392.515563965
12/2/2025 10:07:07 AM,212421.10748291
12/2/2025 10:07:08 AM,212610.127258301
12/2/2025 10:07:09 AM,212426.119995117
12/2/2025 10:07:10 AM,212957.926940918
12/2/2025 10:07:11 AM,213129.684448242
12/2/2025 10:07:12 AM,213285.003662109
12/2/2025 10:07:13 AM,213377.590942383
12/2/2025 10:07:14 AM,213686.938476562
12/2/2025 10:07:15 AM,214066.062927246
12/2/2025 10:07:16 AM,213891.078186035
12/2/2025 10:07:17 AM,213496.641540527
12/2/2025 10:07:18 AM,214180.032348633
12/2/2025 10:07:19 AM,214113.070678711
12/2/2025 10:07:20 AM,214545.245361328
12/2/2025 10:07:21 AM,214391.423034668
12/2/2025 10:07:22 AM,214295.320129395
12/2/2025 10:07:23 AM,214361.622619629
12/2/2025 10:07:24 AM,214005.281066895
12/2/2025 10:07:25 AM,214174.951171875
