Date,A Mass flow rate [kg/s]
10/13/2025 8:41:28 AM,-60.3008422851562
10/13/2025 8:41:38 AM,-58.8110885620117
10/13/2025 8:41:48 AM,-58.4363250732422
10/13/2025 8:41:58 AM,-58.830940246582
10/13/2025 8:42:08 AM,-58.9809112548828
10/13/2025 8:42:18 AM,-58.8239364624023
10/13/2025 8:42:28 AM,-58.8388061523438
10/13/2025 8:42:38 AM,-59.1186561584473
10/13/2025 8:42:48 AM,-58.6985359191895
10/13/2025 8:42:58 AM,-58.5747756958008
10/13/2025 8:43:08 AM,-59.1805419921875
10/13/2025 8:43:18 AM,-59.2796478271484
10/13/2025 8:43:28 AM,-58.9545669555664
10/13/2025 8:43:38 AM,-59.1059341430664
10/13/2025 8:43:48 AM,-59.155101776123
10/13/2025 8:43:58 AM,-59.0673599243164
10/13/2025 8:44:08 AM,-59.2397346496582
10/13/2025 8:44:18 AM,-58.7508926391602
10/13/2025 8:44:28 AM,-58.6665496826172
10/13/2025 8:44:38 AM,-59.2898788452148
10/13/2025 8:44:48 AM,-59.3599891662598
10/13/2025 8:44:58 AM,-59.0916442871094
10/13/2025 8:45:08 AM,-59.2904930114746
10/13/2025 8:45:18 AM,-59.5014228820801
10/13/2025 8:45:28 AM,-59.1703643798828
10/13/2025 8:45:38 AM,-58.9371032714844
10/13/2025 8:45:48 AM,-58.9188385009766
10/13/2025 8:45:58 AM,-59.0157737731934
10/13/2025 8:46:08 AM,-59.0375366210938
10/13/2025 8:46:18 AM,-58.9064407348633
10/13/2025 8:46:28 AM,-59.1131401062012
10/13/2025 8:46:38 AM,-59.0569267272949
10/13/2025 8:46:48 AM,-58.920238494873
10/13/2025 8:46:58 AM,
10/13/2025 8:47:08 AM,
10/13/2025 8:47:18 AM,
10/13/2025 8:47:28 AM,
10/13/2025 8:47:38 AM,48.9690399169922
10/13/2025 8:47:48 AM,48.9806671142578
10/13/2025 8:47:58 AM,49.3388404846191
10/13/2025 8:48:08 AM,49.196605682373
10/13/2025 8:48:18 AM,49.2624320983887
10/13/2025 8:48:28 AM,49.2061653137207
10/13/2025 8:48:38 AM,49.117431640625
10/13/2025 8:48:48 AM,49.3911361694336
10/13/2025 8:48:58 AM,49.5825462341309
10/13/2025 8:49:08 AM,49.1489562988281
10/13/2025 8:49:18 AM,49.460620880127
10/13/2025 8:49:28 AM,49.3520126342773
10/13/2025 8:49:38 AM,49.6373977661133
10/13/2025 8:49:48 AM,49.3827857971191
10/13/2025 8:49:58 AM,49.3863868713379
10/13/2025 8:50:08 AM,49.2841758728027
10/13/2025 8:50:18 AM,49.2159271240234
10/13/2025 8:50:28 AM,49.334056854248
10/13/2025 8:50:38 AM,49.2308006286621
10/13/2025 8:50:48 AM,49.2734565734863
10/13/2025 8:50:58 AM,49.2234344482422
10/13/2025 8:51:08 AM,
10/13/2025 8:51:18 AM,
10/13/2025 8:51:28 AM,
10/13/2025 8:51:38 AM,
10/13/2025 8:51:48 AM,
10/13/2025 8:51:58 AM,
10/13/2025 8:52:08 AM,
10/13/2025 8:52:18 AM,
10/13/2025 8:52:28 AM,
10/13/2025 8:52:38 AM,
10/13/2025 8:52:48 AM,
10/13/2025 8:52:58 AM,
10/13/2025 8:53:08 AM,
10/13/2025 8:53:18 AM,
10/13/2025 8:53:28 AM,
10/13/2025 8:53:38 AM,52.9822769165039
10/13/2025 8:53:48 AM,57.7602005004883
10/13/2025 8:53:58 AM,57.738338470459
10/13/2025 8:54:08 AM,57.2895202636719
10/13/2025 8:54:18 AM,57.4485511779785
10/13/2025 8:54:28 AM,57.2335243225098
10/13/2025 8:54:38 AM,57.120491027832
10/13/2025 8:54:48 AM,57.0498847961426
10/13/2025 8:54:58 AM,56.8705291748047
10/13/2025 8:55:08 AM,56.9405403137207
10/13/2025 8:55:18 AM,57.0842323303223
10/13/2025 8:55:28 AM,56.7039794921875
10/13/2025 8:55:38 AM,56.4010353088379
10/13/2025 8:55:48 AM,56.0293655395508
10/13/2025 8:55:58 AM,56.1701126098633
10/13/2025 8:56:08 AM,56.1847076416016
10/13/2025 8:56:18 AM,56.3146629333496
10/13/2025 8:56:28 AM,56.3063507080078
10/13/2025 8:56:38 AM,56.0851440429688
10/13/2025 8:56:48 AM,56.1462936401367
10/13/2025 8:56:58 AM,56.3010139465332
10/13/2025 8:57:08 AM,56.3323020935059
10/13/2025 8:57:18 AM,56.2669868469238
10/13/2025 8:57:28 AM,56.187801361084
10/13/2025 8:57:38 AM,56.2554321289062
10/13/2025 8:57:48 AM,56.4180793762207
10/13/2025 8:57:58 AM,56.5241851806641
10/13/2025 8:58:08 AM,56.3825378417969
10/13/2025 8:58:18 AM,56.2950706481934
10/13/2025 8:58:28 AM,56.9785995483398
10/13/2025 8:58:38 AM,56.6112251281738
10/13/2025 8:58:48 AM,56.5223808288574
10/13/2025 8:58:58 AM,56.882568359375
