Date,A Mass flow rate [kg/s]
10/15/2025 10:19:53 AM,52.3976745605469
10/15/2025 10:20:03 AM,53.4924812316895
10/15/2025 10:20:13 AM,53.8541145324707
10/15/2025 10:20:23 AM,53.6414413452148
10/15/2025 10:20:33 AM,53.769588470459
10/15/2025 10:20:43 AM,53.7765846252441
10/15/2025 10:20:53 AM,53.7703056335449
10/15/2025 10:21:03 AM,53.4237899780273
10/15/2025 10:21:13 AM,53.6188201904297
10/15/2025 10:21:23 AM,53.597583770752
10/15/2025 10:21:33 AM,53.7115783691406
10/15/2025 10:21:43 AM,53.7007102966309
10/15/2025 10:21:53 AM,53.8726119995117
10/15/2025 10:22:03 AM,53.801155090332
10/15/2025 10:22:13 AM,54.0718803405762
10/15/2025 10:22:23 AM,53.5990409851074
10/15/2025 10:22:33 AM,53.8861274719238
10/15/2025 10:22:43 AM,53.560001373291
10/15/2025 10:22:53 AM,53.751033782959
10/15/2025 10:23:03 AM,53.7957725524902
10/15/2025 10:23:13 AM,53.7030029296875
10/15/2025 10:23:23 AM,53.6750450134277
10/15/2025 10:23:33 AM,53.7622337341309
10/15/2025 10:23:43 AM,53.6598892211914
10/15/2025 10:23:53 AM,53.425407409668
10/15/2025 10:24:03 AM,53.3479347229004
10/15/2025 10:24:13 AM,53.612133026123
10/15/2025 10:24:23 AM,53.9607048034668
10/15/2025 10:24:33 AM,
10/15/2025 10:24:43 AM,
10/15/2025 10:24:53 AM,
