Date,A Mass flow rate [kg/h]
11/12/2025 1:03:10 PM,-9.61652901023626
11/12/2025 1:03:20 PM,-9.4746820628643
11/12/2025 1:03:30 PM,-9.43167954683304
11/12/2025 1:03:40 PM,
11/12/2025 1:03:50 PM,
11/12/2025 1:04:00 PM,
11/12/2025 1:04:10 PM,
11/12/2025 1:04:20 PM,
11/12/2025 1:04:30 PM,-8.91719246283174
11/12/2025 1:04:40 PM,-10.0952387787402
11/12/2025 1:04:50 PM,-10.7758300378919
11/12/2025 1:05:00 PM,-10.9307317994535
11/12/2025 1:05:10 PM,-10.3369804099202
11/12/2025 1:05:20 PM,-9.97381350025535
11/12/2025 1:05:30 PM,-10.449480637908
11/12/2025 1:05:40 PM,-10.7162799686193
11/12/2025 1:05:50 PM,-11.2043808214366
11/12/2025 1:06:00 PM,
11/12/2025 1:06:10 PM,
11/12/2025 1:06:20 PM,
11/12/2025 1:06:30 PM,-10.7152707874775
11/12/2025 1:06:40 PM,-11.198181565851
11/12/2025 1:06:50 PM,-11.3025438040495
11/12/2025 1:07:00 PM,-10.9058819711208
11/12/2025 1:07:10 PM,-11.0160419717431
11/12/2025 1:07:20 PM,-10.8879178762436
11/12/2025 1:07:30 PM,-11.2499473616481
11/12/2025 1:07:40 PM,-10.706629883498
11/12/2025 1:07:50 PM,-11.0897792503238
11/12/2025 1:08:00 PM,-11.0810394398868
11/12/2025 1:08:10 PM,
11/12/2025 1:08:20 PM,
11/12/2025 1:08:30 PM,-10.8354396186769
11/12/2025 1:08:40 PM,-10.946159530431
11/12/2025 1:08:50 PM,-10.9494821168482
11/12/2025 1:09:00 PM,-11.0419663600624
11/12/2025 1:09:10 PM,-10.7912510633469
