TIME,MEASURE
10:42:43,???
10:42:44,???
10:42:45,???
10:42:46,???
10:42:47,???
10:42:48,-21.55
10:42:49,-21.55
10:42:50,-21.83
10:42:51,-22.68
10:42:52,-22.79
10:42:53,-22.79
10:42:54,-22.2
10:42:55,-21.85
10:42:56,-21.85
10:42:57,-21.05
10:42:58,-21.05
10:42:59,-20.62
10:43:00,-20.47
10:43:01,-20.85
10:43:02,-21.01
10:43:03,-21.54
10:43:04,-21.78
10:43:05,-22.24
10:43:06,-22.45
10:43:07,-22.91
10:43:08,-22.58
10:43:09,-22.39
10:43:10,-22.07
10:43:11,-21.17
10:43:12,-19.92
10:43:13,-19.95
10:43:14,-19.92
10:43:15,-19.93
10:43:16,-19.95
10:43:17,-19.94
10:43:18,-20.04
10:43:19,-20.09
10:43:20,-20.08
10:43:21,-20.07
10:43:22,-19.99
10:43:23,-19.99
