TIME,MEASURE
09:15:02,-7.06
09:15:03,-7.06
09:15:04,-6.94
09:15:05,-6.99
09:15:06,???
09:15:07,???
09:15:08,???
09:15:09,???
09:15:10,-5.25
09:15:11,-2.59
09:15:12,3.1
09:15:13,4.83
09:15:14,5.67
09:15:15,6.57
09:15:16,7.22
09:15:17,7.25
09:15:18,7.22
09:15:19,6.8
09:15:20,7.08
09:15:21,7.31
09:15:22,7.7
09:15:23,7.92
09:15:24,7.91
09:15:25,7.83
09:15:26,7.84
09:15:27,7.86
09:15:28,7.76
09:15:29,7.53
09:15:30,7.55
09:15:31,7.56
09:15:32,7.57
09:15:33,7.57
09:15:34,7.56
09:15:35,7.49
09:15:36,7.46
09:15:37,7.36
09:15:38,7.23
09:15:39,7.23
09:15:40,7.1
09:15:41,7.08
09:15:42,7.06
09:15:43,7.04
09:15:44,7.02
09:15:45,7.02
09:15:46,6.99
09:15:47,6.93
09:15:48,6.92
09:15:49,6.85
09:15:50,6.77
09:15:51,6.74
09:15:52,6.72
09:15:53,6.64
09:15:54,6.59
09:15:55,6.39
09:15:56,6.07
09:15:57,5.91
09:15:58,5.74
09:15:59,5.39
09:16:00,5.28
09:16:01,5.23
09:16:02,5.15
09:16:03,5.01
09:16:04,5.01
09:16:05,4.91
09:16:06,4.82
09:16:07,4.75
09:16:08,4.72
09:16:09,4.65
09:16:10,4.6
09:16:11,4.61
09:16:12,4.58
09:16:13,4.59
09:16:14,4.59
09:16:15,4.6
09:16:16,4.63
09:16:17,4.67
09:16:18,4.79
09:16:19,4.86
09:16:20,4.94
09:16:21,5.07
09:16:22,5.14
09:16:23,5.17
09:16:24,5.22
09:16:25,5.24
09:16:26,5.27
09:16:27,5.41
09:16:28,5.63
09:16:29,5.69
09:16:30,5.85
09:16:31,6.04
09:16:32,6.13
09:16:33,6.22
09:16:34,6.41
09:16:35,6.45
09:16:36,6.54
09:16:37,6.73
09:16:38,6.8
09:16:39,7.05
09:16:40,7.3
09:16:41,7.5
09:16:42,7.6
09:16:43,7.71
09:16:44,7.78
09:16:45,7.81
09:16:46,7.96
09:16:47,8.01
09:16:48,8.06
09:16:49,8.14
09:16:50,8.24
09:16:51,8.24
09:16:52,8.24
09:16:53,8.2
09:16:54,8.16
09:16:55,8.11
09:16:56,8.08
09:16:57,8.04
09:16:58,8.0
09:16:59,7.94
09:17:00,7.9
09:17:01,7.87
09:17:02,7.88
09:17:03,7.91
09:17:04,7.94
09:17:05,7.94
09:17:06,7.92
09:17:07,7.88
09:17:08,7.77
09:17:09,7.67
09:17:10,7.56
09:17:11,7.34
09:17:12,7.22
09:17:13,7.22
09:17:14,???
