TIME,MEASURE
09:31:22,???
09:31:23,???
09:31:24,???
09:31:25,???
09:31:26,???
09:31:27,???
09:31:28,???
09:31:29,???
09:31:30,???
09:31:31,???
09:31:32,-3.71
09:31:33,-4.23
09:31:34,-7.4
09:31:35,???
09:31:36,-8.05
09:31:37,-8.05
09:31:38,-8.38
09:31:39,-8.34
09:31:40,-8.28
09:31:41,-8.41
09:31:42,-8.2
09:31:43,-7.7
09:31:44,-8.03
09:31:45,-8.27
09:31:46,-8.55
09:31:47,-8.6
09:31:48,-6.22
09:31:49,-5.15
09:31:50,-5.15
09:31:51,-5.64
09:31:52,-6.57
09:31:53,-6.98
09:31:54,-6.32
09:31:55,-5.2
09:31:56,-5.43
09:31:57,-5.98
09:31:58,-6.3
09:31:59,-6.35
09:32:00,-6.45
09:32:01,-6.75
09:32:02,-6.74
09:32:03,-6.82
09:32:04,-6.84
09:32:05,-6.98
09:32:06,???
09:32:07,???
09:32:08,???
