TIME,MEASURE
09:18:34,???
09:18:35,???
09:18:36,???
09:18:37,???
09:18:38,???
09:18:39,???
09:18:40,???
09:18:41,???
09:18:42,???
09:18:43,31.09
09:18:44,30.13
09:18:45,27.58
09:18:46,27.58
09:18:47,29.36
09:18:48,29.44
09:18:49,28.47
09:18:50,27.43
09:18:51,28.78
09:18:52,28.72
09:18:53,28.67
09:18:54,30.13
09:18:55,31.39
09:18:56,31.79
09:18:57,30.1
09:18:58,29.78
09:18:59,28.56
09:19:00,29.45
09:19:01,30.49
09:19:02,29.39
09:19:03,29.56
09:19:04,29.65
09:19:05,28.88
09:19:06,28.83
09:19:07,28.74
09:19:08,29.49
09:19:09,29.79
09:19:10,29.92
09:19:11,29.76
09:19:12,29.77
09:19:13,29.77
09:19:14,29.3
09:19:15,???
09:19:16,???
09:19:17,???
