TIME,MEASURE
10:23:16,227.82
10:23:17,227.82
10:23:18,227.82
10:23:19,227.82
10:23:20,218.92
10:23:21,213.99
10:23:22,215.68
10:23:23,215.68
10:23:24,211.06
10:23:25,214.77
10:23:26,214.77
10:23:27,214.77
10:23:28,218.58
10:23:29,218.46
10:23:30,220.27
10:23:31,220.27
10:23:32,220.27
10:23:33,222.01
10:23:34,223.33
10:23:35,223.88
10:23:36,223.88
10:23:37,219.62
10:23:38,213.89
10:23:39,213.89
10:23:40,215.4
10:23:41,218.77
10:23:42,218.77
10:23:43,220.71
10:23:44,218.85
10:23:45,218.85
10:23:46,214.38
10:23:47,219.45
10:23:48,219.45
10:23:49,226.9
10:23:50,229.99
10:23:51,226.51
10:23:52,221.24
10:23:53,220.76
10:23:54,220.76
10:23:55,222.38
10:23:56,232.05
10:23:57,232.05
10:23:58,230.86
10:23:59,225.37
10:24:00,221.55
10:24:01,223.25
10:24:02,224.16
10:24:03,224.78
10:24:04,224.3
10:24:05,224.3
10:24:06,222.47
10:24:07,223.1
10:24:08,223.88
10:24:09,223.39
10:24:10,223.04
10:24:11,223.04
10:24:12,223.04
10:24:13,223.79
10:24:14,223.08
10:24:15,223.08
10:24:16,223.08
10:24:17,223.08
10:24:18,222.16
10:24:19,222.4
10:24:20,222.87
10:24:21,222.87
10:24:22,223.43
10:24:23,223.67
10:24:24,224.39
10:24:25,224.81
10:24:26,224.81
10:24:27,224.81
10:24:28,224.93
10:24:29,224.68
10:24:30,224.31
10:24:31,224.31
10:24:32,224.31
10:24:33,223.71
10:24:34,223.51
10:24:35,223.89
10:24:36,223.89
10:24:37,223.89
10:24:38,224.19
10:24:39,224.9
10:24:40,225.72
10:24:41,226.52
10:24:42,226.52
10:24:43,227.1
10:24:44,227.63
10:24:45,228.18
10:24:46,228.18
10:24:47,228.18
10:24:48,228.26
10:24:49,229.1
10:24:50,229.57
10:24:51,228.86
10:24:52,228.86
10:24:53,228.26
10:24:54,227.35
10:24:55,226.35
10:24:56,225.41
10:24:57,225.41
10:24:58,225.41
10:24:59,225.78
10:25:00,227.01
10:25:01,228.56
10:25:02,228.56
10:25:03,228.56
10:25:04,229.18
10:25:05,229.33
10:25:06,231.2
10:25:07,231.2
10:25:08,231.2
10:25:09,232.34
10:25:10,232.21
10:25:11,232.23
10:25:12,231.91
10:25:13,231.91
10:25:14,231.91
10:25:15,228.41
10:25:16,227.22
10:25:17,228.58
10:25:18,228.58
10:25:19,228.58
10:25:20,229.12
10:25:21,227.37
10:25:22,224.18
10:25:23,224.18
10:25:24,224.18
10:25:25,???
10:25:26,???
10:25:27,???
10:25:28,???
10:25:29,???
10:25:30,???
