TIME,MEASURE
08:48:59,???
08:49:00,???
08:49:01,???
08:49:02,???
08:49:03,???
08:49:04,???
08:49:05,-39.97
08:49:06,-39.97
08:49:07,-43.43
08:49:08,-47.17
08:49:09,-48.41
08:49:10,-51.03
08:49:11,-50.07
08:49:12,-48.33
08:49:13,-46.7
08:49:14,-46.07
08:49:15,-45.81
08:49:16,-45.14
08:49:17,-44.01
08:49:18,-43.99
08:49:19,-44.97
08:49:20,-44.58
08:49:21,-44.05
08:49:22,-43.77
08:49:23,-44.78
08:49:24,-44.73
08:49:25,-43.95
08:49:26,-45.01
08:49:27,-45.53
08:49:28,-45.11
08:49:29,-44.91
08:49:30,-45.28
08:49:31,-45.41
08:49:32,-46.22
08:49:33,-47.06
08:49:34,-47.06
08:49:35,-47.68
08:49:36,-47.65
08:49:37,-47.65
08:49:38,-47.89
08:49:39,-47.3
08:49:40,-46.89
08:49:41,-46.7
08:49:42,-46.5
08:49:43,-45.82
08:49:44,-45.41
08:49:45,-45.62
08:49:46,-45.78
08:49:47,-45.67
08:49:48,-45.72
08:49:49,-45.53
08:49:50,-45.39
08:49:51,-45.41
08:49:52,-45.52
08:49:53,-45.85
08:49:54,-46.17
08:49:55,-46.94
08:49:56,-47.1
08:49:57,-47.55
08:49:58,-47.6
08:49:59,-47.48
08:50:00,-48.09
08:50:01,-48.09
08:50:02,???
08:50:03,???
