TIME,MEASURE
08:09:24,0.13
08:09:25,0.13
08:09:26,???
08:09:27,???
08:09:28,6.4
08:09:29,7.81
08:09:30,???
08:09:31,???
08:09:32,???
08:09:33,???
08:09:34,12.28
08:09:35,???
08:09:36,???
08:09:37,???
08:09:38,???
08:09:39,???
08:09:40,???
08:09:41,???
08:09:42,???
08:09:43,15.46
08:09:44,???
08:09:45,15.85
08:09:46,???
08:09:47,15.69
08:09:48,15.46
08:09:49,15.64
08:09:50,16.26
08:09:51,16.62
08:09:52,16.75
08:09:53,16.86
08:09:54,???
08:09:55,16.94
08:09:56,17.06
08:09:57,17.88
08:09:58,18.12
08:09:59,18.61
08:10:00,18.85
08:10:01,18.81
08:10:02,18.66
08:10:03,18.58
08:10:04,???
08:10:05,???
08:10:06,???
08:10:07,???
08:10:08,18.21
08:10:09,???
08:10:10,???
08:10:11,17.96
08:10:12,???
08:10:13,???
08:10:14,???
08:10:15,???
08:10:16,???
08:10:17,???
08:10:18,???
08:10:19,???
08:10:20,???
08:10:21,???
08:10:22,???
08:10:23,???
08:10:24,???
08:10:25,???
08:10:26,???
08:10:27,???
08:10:28,???
08:10:29,15.07
08:10:30,14.69
08:10:31,14.56
08:10:32,14.34
08:10:33,13.79
08:10:34,???
08:10:35,???
08:10:36,???
08:10:37,???
08:10:38,???
08:10:39,???
08:10:40,13.06
08:10:41,???
08:10:42,???
08:10:43,???
08:10:44,???
08:10:45,???
08:10:46,???
08:10:47,13.19
08:10:48,???
08:10:49,???
08:10:50,13.04
08:10:51,???
08:10:52,???
08:10:53,???
08:10:54,11.67
08:10:55,???
08:10:56,???
08:10:57,???
08:10:58,???
