TIME,MEASURE
08:59:51,???
08:59:52,???
08:59:53,???
08:59:54,???
08:59:55,???
08:59:56,???
08:59:57,???
08:59:58,???
08:59:59,???
09:00:00,???
09:00:01,???
09:00:02,???
09:00:03,???
09:00:04,???
09:00:05,???
09:00:06,???
09:00:07,???
09:00:08,???
09:00:09,???
09:00:10,40.04
09:00:11,???
09:00:12,???
09:00:13,???
09:00:14,???
09:00:15,???
09:00:16,???
09:00:17,???
09:00:18,???
09:00:19,63.75
09:00:20,63.75
09:00:21,???
09:00:22,???
09:00:23,???
09:00:24,???
09:00:25,???
09:00:26,103.14
09:00:27,???
09:00:28,???
09:00:29,???
09:00:30,???
09:00:31,???
09:00:32,???
09:00:33,???
09:00:34,???
09:00:35,???
09:00:36,???
09:00:37,???
09:00:38,???
09:00:39,???
09:00:40,???
09:00:41,109.27
09:00:42,110.92
09:00:43,121.35
09:00:44,???
09:00:45,???
09:00:46,???
09:00:47,121.99
09:00:48,???
09:00:49,???
09:00:50,???
09:00:51,???
09:00:52,???
09:00:53,???
09:00:54,122.29
09:00:55,???
09:00:56,???
09:00:57,???
09:00:58,???
09:00:59,122.26
09:01:00,???
09:01:01,???
09:01:02,???
09:01:03,???
09:01:04,???
09:01:05,???
09:01:06,???
09:01:07,???
09:01:08,???
09:01:09,???
09:01:10,???
09:01:11,???
09:01:12,???
09:01:13,???
09:01:14,???
09:01:15,???
09:01:16,???
09:01:17,???
09:01:18,???
09:01:19,???
09:01:20,???
09:01:21,???
09:01:22,???
09:01:23,???
09:01:24,???
09:01:25,???
09:01:26,???
09:01:27,115.02
09:01:28,118.45
09:01:29,123.46
09:01:30,124.36
09:01:31,125.23
09:01:32,???
09:01:33,???
09:01:34,???
09:01:35,???
09:01:36,???
09:01:37,126.16
09:01:38,127.24
09:01:39,???
09:01:40,???
09:01:41,???
09:01:42,128.48
09:01:43,129.51
09:01:44,128.95
09:01:45,129.0
09:01:46,127.08
09:01:47,125.45
09:01:48,125.33
09:01:49,127.06
09:01:50,130.49
09:01:51,130.73
09:01:52,131.11
09:01:53,130.58
09:01:54,129.79
09:01:55,130.36
09:01:56,129.29
09:01:57,130.91
09:01:58,130.09
09:01:59,130.49
09:02:00,127.5
09:02:01,125.95
09:02:02,???
09:02:03,???
09:02:04,???
09:02:05,???
09:02:06,???
09:02:07,???
09:02:08,???
09:02:09,???
09:02:10,???
09:02:11,???
09:02:12,???
09:02:13,???
