timestamp,flow_m3h
2026-05-07 10:49:47,14.0
2026-05-07 10:49:48,14.3
2026-05-07 10:49:49,14.43
2026-05-07 10:49:50,14.47
2026-05-07 10:49:51,14.62
2026-05-07 10:49:52,14.53
2026-05-07 10:49:53,14.43
2026-05-07 10:49:54,14.29
2026-05-07 10:49:55,14.41
2026-05-07 10:49:56,14.45
2026-05-07 10:49:57,14.45
2026-05-07 10:49:58,14.18
2026-05-07 10:49:59,14.34
2026-05-07 10:50:00,14.49
2026-05-07 10:50:01,14.54
2026-05-07 10:50:02,14.53
2026-05-07 10:50:03,14.53
2026-05-07 10:50:04,14.48
2026-05-07 10:50:05,14.32
2026-05-07 10:50:06,14.36
2026-05-07 10:50:07,14.32
2026-05-07 10:50:08,14.41
2026-05-07 10:50:09,14.46
2026-05-07 10:50:10,14.53
2026-05-07 10:50:11,14.53
2026-05-07 10:50:12,14.52
2026-05-07 10:50:13,14.53
2026-05-07 10:50:14,14.66
2026-05-07 10:50:15,14.7
2026-05-07 10:50:16,14.69
2026-05-07 10:50:17,14.67
2026-05-07 10:50:18,14.64
2026-05-07 10:50:19,14.7
2026-05-07 10:50:20,14.73
2026-05-07 10:50:21,14.79
2026-05-07 10:50:22,14.77
2026-05-07 10:50:23,14.77
2026-05-07 10:50:24,14.74
2026-05-07 10:50:25,14.71
2026-05-07 10:50:26,14.68
2026-05-07 10:50:27,14.62
2026-05-07 10:50:28,14.58
