datetime,cabal_m3h
2025-10-15 09:45:00,199.1794647216798
2025-10-15 09:45:10,203.0035446166993
2025-10-15 09:45:20,203.8703247070312
2025-10-15 09:45:30,203.38758544921885
2025-10-15 09:45:40,204.075
2025-10-15 09:45:50,204.0680236816408
2025-10-15 09:46:00,203.66468811035173
2025-10-15 09:46:10,204.61765594482432
2025-10-15 09:46:20,204.5080810546877
2025-10-15 09:46:30,203.9656173706055
2025-10-15 09:46:40,203.9416397094726
2025-10-15 09:46:50,204.54932098388664
2025-10-15 09:47:00,204.8149703979493
2025-10-15 09:47:10,204.3153945922853
2025-10-15 09:47:20,204.41997070312505
2025-10-15 09:47:30,204.72128448486336
2025-10-15 09:47:40,204.5700302124024
2025-10-15 09:47:50,204.8581192016603
2025-10-15 09:48:00,204.85108795166028
2025-10-15 09:48:10,205.16469268798835
2025-10-15 09:48:20,205.7492065429689
2025-10-15 09:48:30,204.79442596435547
2025-10-15 09:48:40,205.31600189208973
2025-10-15 09:48:50,205.56480102539075
2025-10-15 09:49:00,204.5513671875
2025-10-15 09:49:10,205.98695068359385
2025-10-15 09:49:20,205.56228790283225
2025-10-15 09:49:30,205.40365905761712
2025-10-15 09:49:40,205.39544677734384
2025-10-15 09:49:50,205.37086486816403
2025-10-15 09:50:00,206.3791763305664
2025-10-15 09:50:10,205.3610733032226
2025-10-15 09:50:20,204.8324661254884
2025-10-15 09:50:30,205.1220245361329
2025-10-15 09:50:40,205.35430297851576
2025-10-15 09:50:50,204.046875
2025-10-15 09:51:00,205.392919921875
2025-10-15 09:51:10,205.0328018188476
2025-10-15 09:51:20,204.95933074951165
2025-10-15 09:51:30,205.97968597412125
2025-10-15 09:51:40,205.10991210937505
2025-10-15 09:51:50,
2025-10-15 09:52:00,
2025-10-15 09:52:10,
2025-10-15 09:52:20,
2025-10-15 09:52:30,
2025-10-15 09:52:40,
2025-10-15 09:52:50,
2025-10-15 09:53:00,
2025-10-15 09:53:10,
2025-10-15 09:53:20,
2025-10-15 09:53:30,
