timestamp,flow_m3h
2026-05-04 09:14:45,226.49
2026-05-04 09:14:46,224.1
2026-05-04 09:14:47,224.1
2026-05-04 09:14:48,226.96
2026-05-04 09:14:49,226.78
2026-05-04 09:14:50,229.1
2026-05-04 09:14:51,227.5
2026-05-04 09:14:52,225.11
2026-05-04 09:14:53,230.49
2026-05-04 09:14:54,233.77
2026-05-04 09:14:55,231.34
2026-05-04 09:14:56,217.29
2026-05-04 09:14:57,208.68
2026-05-04 09:14:58,223.21
2026-05-04 09:14:59,232.54
2026-05-04 09:15:00,225.88
2026-05-04 09:15:01,221.93
2026-05-04 09:15:02,224.85
2026-05-04 09:15:03,228.82
2026-05-04 09:15:04,226.49
2026-05-04 09:15:05,227.75
2026-05-04 09:15:06,227.54
2026-05-04 09:15:07,228.43
2026-05-04 09:15:08,227.67
2026-05-04 09:15:09,227.87
2026-05-04 09:15:10,225.8
2026-05-04 09:15:11,224.95
2026-05-04 09:15:12,225.25
2026-05-04 09:15:13,224.31
2026-05-04 09:15:14,224.34
2026-05-04 09:15:15,225.02
2026-05-04 09:15:16,225.43
2026-05-04 09:15:17,225.21
2026-05-04 09:15:18,226.43
2026-05-04 09:15:19,226.43
2026-05-04 09:15:20,227.64
2026-05-04 09:15:21,227.67
2026-05-04 09:15:22,226.91
2026-05-04 09:15:23,225.86
2026-05-04 09:15:24,226.4
2026-05-04 09:15:25,227.08
2026-05-04 09:15:26,227.24
2026-05-04 09:15:27,224.64
2026-05-04 09:15:28,223.58
2026-05-04 09:15:29,224.36
2026-05-04 09:15:30,223.94
2026-05-04 09:15:31,224.13
2026-05-04 09:15:32,224.29
2026-05-04 09:15:33,223.68
2026-05-04 09:15:34,223.26
2026-05-04 09:15:35,223.56
2026-05-04 09:15:36,223.69
2026-05-04 09:15:37,223.18
