timestamp,flow_m3h
2026-05-12 10:10:55,763.05
2026-05-12 10:10:56,763.05
2026-05-12 10:10:57,763.05
2026-05-12 10:10:58,763.05
2026-05-12 10:10:59,762.63
2026-05-12 10:11:00,762.48
2026-05-12 10:11:01,766.56
2026-05-12 10:11:02,766.68
2026-05-12 10:11:03,766.68
2026-05-12 10:11:04,766.68
2026-05-12 10:11:06,764.84
2026-05-12 10:11:07,762.28
2026-05-12 10:11:08,761.03
2026-05-12 10:11:09,761.03
2026-05-12 10:11:14,763.42
2026-05-12 10:11:15,757.58
2026-05-12 10:11:16,748.87
2026-05-12 10:11:17,748.87
2026-05-12 10:11:18,748.87
2026-05-12 10:11:19,741.84
2026-05-12 10:11:20,732.58
2026-05-12 10:11:21,716.28
2026-05-12 10:11:22,716.28
2026-05-12 10:11:23,708.86
2026-05-12 10:11:24,716.65
2026-05-12 10:11:25,716.65
2026-05-12 10:11:26,716.65
2026-05-12 10:11:27,715.71
2026-05-12 10:11:28,715.47
2026-05-12 10:11:29,717.93
2026-05-12 10:11:30,721.31
2026-05-12 10:11:31,721.31
2026-05-12 10:11:32,721.31
2026-05-12 10:11:33,727.45
2026-05-12 10:11:34,733.48
2026-05-12 10:11:35,739.77
2026-05-12 10:11:36,742.67
2026-05-12 10:11:37,742.67
2026-05-12 10:11:38,747.32
2026-05-12 10:11:39,746.33
2026-05-12 10:11:48,741.45
2026-05-12 10:11:55,739.57
2026-05-12 10:11:56,736.06
2026-05-12 10:11:57,731.64
2026-05-12 10:12:00,731.11
