datetime,cabal_m3h
2025-12-09 12:38:35,-82.04714813232421
2025-12-09 12:38:36,-82.04714813232421
2025-12-09 12:38:37,-86.7243988037109
2025-12-09 12:38:38,-87.868212890625
2025-12-09 12:38:39,-88.5931045532227
2025-12-09 12:38:40,-89.1869499206543
2025-12-09 12:38:41,-90.1987083435059
2025-12-09 12:38:42,-90.7224060058594
2025-12-09 12:38:43,-90.6011375427246
2025-12-09 12:38:44,-91.6292037963867
2025-12-09 12:38:45,-94.54658203125
2025-12-09 12:38:46,-94.9285079956055
2025-12-09 12:38:47,-94.9966506958008
2025-12-09 12:38:48,-95.0287925720215
2025-12-09 12:38:49,-95.6758255004883
2025-12-09 12:38:50,-98.6488563537598
2025-12-09 12:38:51,-100.513421630859
2025-12-09 12:38:52,-100.583843994141
2025-12-09 12:38:53,-100.582299041748
2025-12-09 12:38:54,-101.156458282471
2025-12-09 12:38:55,-102.692017364502
2025-12-09 12:38:56,-103.10799407959
2025-12-09 12:38:57,-103.297858428955
2025-12-09 12:38:58,-102.783190155029
2025-12-09 12:38:59,-102.216474151611
2025-12-09 12:39:00,-101.896305084229
2025-12-09 12:39:01,-102.499646759033
2025-12-09 12:39:02,-101.855435943604
2025-12-09 12:39:03,-101.661856842041
2025-12-09 12:39:04,-101.475350189209
2025-12-09 12:39:05,-101.431720733643
2025-12-09 12:39:06,-101.36117477417
2025-12-09 12:39:07,-101.768733215332
2025-12-09 12:39:08,-101.731214904785
2025-12-09 12:39:09,-102.00143737793
2025-12-09 12:39:10,-102.406716156006
2025-12-09 12:39:11,-103.066472625732
2025-12-09 12:39:12,-103.281378936768
2025-12-09 12:39:13,-103.6788230896
2025-12-09 12:39:14,-104.67467880249
2025-12-09 12:39:15,-105.099664306641
2025-12-09 12:39:16,-105.803524017334
2025-12-09 12:39:17,-106.367795562744
2025-12-09 12:39:18,-107.041401672363
2025-12-09 12:39:19,-107.92615814209
2025-12-09 12:39:20,-108.226194763184
2025-12-09 12:39:21,-108.687744140625
2025-12-09 12:39:22,-109.56971282959
2025-12-09 12:39:23,-109.403201293945
2025-12-09 12:39:24,
2025-12-09 12:39:25,
2025-12-09 12:39:26,-108.230664825439
2025-12-09 12:39:27,-106.459243011475
2025-12-09 12:39:28,-106.459243011475
2025-12-09 12:39:29,-105.986796569824
2025-12-09 12:39:30,-104.82007598877
2025-12-09 12:39:31,-103.936219024658
2025-12-09 12:39:32,-102.593717193604
2025-12-09 12:39:33,
2025-12-09 12:39:34,-101.060890960693
2025-12-09 12:39:35,
2025-12-09 12:39:36,-99.7747352600098
2025-12-09 12:39:37,-95.9433700561523
2025-12-09 12:39:38,-93.5653861999512
2025-12-09 12:39:39,-92.0013107299805
2025-12-09 12:39:40,-90.54168090820308
2025-12-09 12:39:41,-87.85503616333011
2025-12-09 12:39:42,-83.3649719238281
2025-12-09 12:39:43,-81.61627807617191
2025-12-09 12:39:44,-78.69951095581051
2025-12-09 12:39:45,-78.6041290283203
2025-12-09 12:39:46,-79.63836822509771
2025-12-09 12:39:47,-81.51964645385739
2025-12-09 12:39:48,-81.8776016235352
2025-12-09 12:39:49,-83.0042839050293
2025-12-09 12:39:50,-83.9066665649414
2025-12-09 12:39:51,-84.314794921875
2025-12-09 12:39:52,-85.1829483032227
2025-12-09 12:39:53,-86.01445541381841
2025-12-09 12:39:54,-85.5524185180664
2025-12-09 12:39:55,-85.4294746398926
2025-12-09 12:39:56,-85.12626571655271
2025-12-09 12:39:57,-84.056046295166
2025-12-09 12:39:58,-83.26045074462891
2025-12-09 12:39:59,-71.0766883850098
2025-12-09 12:40:00,-71.0766883850098
2025-12-09 12:40:01,-70.7435348510742
2025-12-09 12:40:02,-71.350399017334
2025-12-09 12:40:03,-72.82547836303709
2025-12-09 12:40:04,-73.7875442504883
2025-12-09 12:40:05,-75.4784843444824
2025-12-09 12:40:06,-76.03642501831051
2025-12-09 12:40:07,-76.55137481689451
2025-12-09 12:40:08,-77.13986434936521
2025-12-09 12:40:09,-77.4172142028809
2025-12-09 12:40:10,-77.7243576049805
2025-12-09 12:40:11,-77.66333541870121
2025-12-09 12:40:12,-78.14240112304691
2025-12-09 12:40:13,-78.28313598632809
2025-12-09 12:40:14,-78.3129020690918
2025-12-09 12:40:15,-78.073070526123
2025-12-09 12:40:16,-77.9948684692383
