timestamp,flow_m3h
2026-05-12 10:57:05,245.41
2026-05-12 10:57:06,245.41
2026-05-12 10:57:07,245.41
2026-05-12 10:57:08,241.96
2026-05-12 10:57:09,239.87
2026-05-12 10:57:10,237.3
2026-05-12 10:57:11,235.7
2026-05-12 10:57:12,235.7
2026-05-12 10:57:13,233.71
2026-05-12 10:57:14,232.91
2026-05-12 10:57:15,231.65
2026-05-12 10:57:16,230.8
2026-05-12 10:57:17,230.8
2026-05-12 10:57:18,230.8
2026-05-12 10:57:19,235.71
2026-05-12 10:57:20,240.38
2026-05-12 10:57:21,244.8
2026-05-12 10:57:22,244.8
2026-05-12 10:57:23,244.8
2026-05-12 10:57:24,247.49
2026-05-12 10:57:25,246.86
2026-05-12 10:57:35,246.13
2026-05-12 10:57:36,246.48
2026-05-12 10:57:37,248.32
2026-05-12 10:57:38,248.32
2026-05-12 10:57:39,248.32
2026-05-12 10:57:40,246.2
2026-05-12 10:57:41,244.85
2026-05-12 10:57:42,245.68
2026-05-12 10:57:43,246.3
2026-05-12 10:57:44,246.3
2026-05-12 10:57:45,247.32
2026-05-12 10:57:46,248.23
2026-05-12 10:57:47,246.07
2026-05-12 10:57:48,244.41
2026-05-12 10:57:49,244.41
2026-05-12 10:57:50,244.41
2026-05-12 10:57:51,247.84
2026-05-12 10:57:52,250.62
2026-05-12 10:57:53,252.55
2026-05-12 10:57:54,252.55
2026-05-12 10:57:55,254.36
2026-05-12 10:57:56,256.88
2026-05-12 10:57:57,259.06
2026-05-12 10:57:58,261.13
2026-05-12 10:57:59,261.13
2026-05-12 10:58:00,261.13
2026-05-12 10:58:01,260.31
2026-05-12 10:58:02,257.18
2026-05-12 10:58:03,255.83
2026-05-12 10:58:04,255.83
2026-05-12 10:58:05,255.83
2026-05-12 10:58:06,253.16
2026-05-12 10:58:07,250.13
2026-05-12 10:58:08,250.48
2026-05-12 10:58:09,250.48
2026-05-12 10:58:10,250.48
2026-05-12 10:58:11,252.07
2026-05-12 10:58:12,252.89
2026-05-12 10:58:13,256.94
2026-05-12 10:58:14,256.94
2026-05-12 10:58:15,256.94
2026-05-12 10:58:16,257.7
2026-05-12 10:58:17,257.1
2026-05-12 10:58:18,255.63
2026-05-12 10:58:19,255.63
2026-05-12 10:58:20,255.63
2026-05-12 10:58:21,256.22
2026-05-12 10:58:22,255.58
2026-05-12 10:58:23,254.46
2026-05-12 10:58:24,253.57
2026-05-12 10:58:25,253.57
2026-05-12 10:58:26,252.94
2026-05-12 10:58:27,252.51
2026-05-12 10:58:28,251.99
2026-05-12 10:58:29,251.36
2026-05-12 10:58:30,251.36
2026-05-12 10:58:31,251.36
2026-05-12 10:58:32,252.78
2026-05-12 10:58:33,253.11
2026-05-12 10:58:34,252.75
2026-05-12 10:58:35,252.75
2026-05-12 10:58:36,252.75
2026-05-12 10:58:37,251.08
2026-05-12 10:58:38,249.97
2026-05-12 10:58:39,249.48
2026-05-12 10:58:40,249.48
2026-05-12 10:58:41,249.48
2026-05-12 10:58:42,247.7
