timestamp,flow_m3h
2026-05-06 09:05:49,0.0
2026-05-06 09:05:50,0.0
2026-05-06 09:05:51,0.0
2026-05-06 09:05:52,0.0
2026-05-06 09:05:53,0.0
2026-05-06 09:06:14,0.0
2026-05-06 09:06:15,0.0
2026-05-06 09:06:16,0.0
2026-05-06 09:06:17,0.0
2026-05-06 09:06:18,0.0
2026-05-06 09:06:19,0.0
2026-05-06 09:06:20,0.0
2026-05-06 09:06:21,0.0
2026-05-06 09:06:22,0.0
2026-05-06 09:06:23,0.0
2026-05-06 09:06:24,0.0
2026-05-06 09:06:25,0.0
2026-05-06 09:06:26,0.0
2026-05-06 09:06:38,0.0
2026-05-06 09:06:39,0.0
2026-05-06 09:06:40,0.0
