datetime,cabal_m3h
2025-12-09 13:15:57,-97.9360153198242
2025-12-09 13:15:58,-97.9360153198242
2025-12-09 13:15:59,-97.9360153198242
2025-12-09 13:16:00,-95.2727508544922
2025-12-09 13:16:01,-94.7125511169434
2025-12-09 13:16:02,-94.0285011291504
2025-12-09 13:16:03,-91.499942779541
2025-12-09 13:16:04,-90.7048072814941
2025-12-09 13:16:05,-91.2318901062012
2025-12-09 13:16:06,-91.218514251709
2025-12-09 13:16:07,-91.8447898864746
2025-12-09 13:16:08,-93.2017936706543
2025-12-09 13:16:09,-92.9195205688477
2025-12-09 13:16:10,-92.7462112426758
2025-12-09 13:16:11,-92.9803642272949
2025-12-09 13:16:12,-92.6928657531738
2025-12-09 13:16:13,-92.1821250915527
2025-12-09 13:16:14,-91.76360778808588
2025-12-09 13:16:15,-92.9108139038086
2025-12-09 13:16:16,-93.13081512451171
2025-12-09 13:16:17,-92.7815254211426
2025-12-09 13:16:18,-93.80880203247072
2025-12-09 13:16:19,-94.56635055541987
2025-12-09 13:16:20,-94.9737236022949
2025-12-09 13:16:21,-94.7134094238281
2025-12-09 13:16:22,-95.0903503417969
2025-12-09 13:16:23,-95.3512069702148
2025-12-09 13:16:24,-95.64502944946292
2025-12-09 13:16:25,-95.8591461181641
2025-12-09 13:16:26,-96.5635276794434
2025-12-09 13:16:27,-96.3550277709961
2025-12-09 13:16:28,-96.4082221984863
2025-12-09 13:16:29,-95.8257820129395
2025-12-09 13:16:30,-95.7012245178223
2025-12-09 13:16:31,-95.33945159912108
2025-12-09 13:16:32,-95.0995239257812
2025-12-09 13:16:33,-95.0556610107422
2025-12-09 13:16:34,-94.9830551147461
2025-12-09 13:16:35,-94.9447746276855
2025-12-09 13:16:36,-94.7578971862793
2025-12-09 13:16:37,-94.6210350036621
2025-12-09 13:16:38,-94.5257629394531
2025-12-09 13:16:39,-94.2959701538086
2025-12-09 13:16:40,-94.00042419433588
2025-12-09 13:16:41,-93.84938964843752
2025-12-09 13:16:42,-93.7365600585938
2025-12-09 13:16:43,-93.7313415527344
2025-12-09 13:16:44,-93.7248733520508
2025-12-09 13:16:45,-93.535400390625
2025-12-09 13:16:46,-93.5624198913574
2025-12-09 13:16:47,-93.6294639587402
2025-12-09 13:16:48,-93.7433990478516
2025-12-09 13:16:49,-93.8220542907715
2025-12-09 13:16:50,-93.6761901855469
2025-12-09 13:16:51,-93.4708488464355
2025-12-09 13:16:52,-93.5726921081543
2025-12-09 13:16:53,-93.561939239502
2025-12-09 13:16:54,-93.6502899169922
2025-12-09 13:16:55,-93.7687705993652
