timestamp,flow_m3h
2026-05-07 09:29:58,634.43
2026-05-07 09:29:59,634.43
2026-05-07 09:30:00,628.95
2026-05-07 09:30:01,633.44
2026-05-07 09:30:02,638.19
2026-05-07 09:30:03,638.19
2026-05-07 09:30:04,638.64
2026-05-07 09:30:05,648.43
2026-05-07 09:30:06,667.0
2026-05-07 09:30:07,686.39
2026-05-07 09:30:08,711.53
2026-05-07 09:30:09,719.44
2026-05-07 09:30:10,709.35
2026-05-07 09:30:11,706.04
2026-05-07 09:30:12,700.13
2026-05-07 09:30:13,700.13
2026-05-07 09:30:14,695.37
2026-05-07 09:30:15,702.53
2026-05-07 09:30:16,703.17
2026-05-07 09:30:17,702.5
2026-05-07 09:30:18,698.62
2026-05-07 09:30:19,698.99
2026-05-07 09:30:20,701.2
2026-05-07 09:30:21,701.88
2026-05-07 09:30:22,695.06
2026-05-07 09:30:23,692.1
2026-05-07 09:30:24,691.3
2026-05-07 09:30:25,690.19
2026-05-07 09:30:26,689.7
2026-05-07 09:30:27,687.55
2026-05-07 09:30:28,689.51
2026-05-07 09:30:29,688.03
2026-05-07 09:30:30,687.51
2026-05-07 09:30:31,689.05
2026-05-07 09:30:38,679.68
2026-05-07 09:30:39,678.78
2026-05-07 09:30:40,679.45
2026-05-07 09:30:41,676.9
2026-05-07 09:30:42,671.37
2026-05-07 09:30:43,669.47
2026-05-07 09:30:44,667.6
2026-05-07 09:30:45,669.52
2026-05-07 09:30:46,672.84
2026-05-07 09:30:47,673.61
2026-05-07 09:30:48,672.11
2026-05-07 09:30:49,671.31
2026-05-07 09:30:50,670.63
2026-05-07 09:30:51,671.12
2026-05-07 09:30:52,666.79
2026-05-07 09:30:53,659.48
2026-05-07 09:30:54,652.79
2026-05-07 09:30:55,646.94
2026-05-07 09:30:56,643.62
2026-05-07 09:30:57,642.91
2026-05-07 09:30:58,644.15
2026-05-07 09:30:59,645.44
2026-05-07 09:31:00,644.45
2026-05-07 09:31:01,645.13
2026-05-07 09:31:02,650.09
2026-05-07 09:31:03,647.29
2026-05-07 09:31:04,651.15
2026-05-07 09:31:05,654.17
2026-05-07 09:31:06,653.66
2026-05-07 09:31:07,656.1
2026-05-07 09:31:08,656.63
2026-05-07 09:31:09,657.36
2026-05-07 09:31:10,658.45
2026-05-07 09:31:11,661.02
2026-05-07 09:31:12,659.6
2026-05-07 09:31:13,660.65
2026-05-07 09:31:14,664.5
2026-05-07 09:31:15,672.32
2026-05-07 09:31:16,672.47
2026-05-07 09:31:17,670.36
2026-05-07 09:31:18,674.09
2026-05-07 09:31:19,674.38
2026-05-07 09:31:20,673.82
2026-05-07 09:31:21,672.91
2026-05-07 09:31:22,669.62
2026-05-07 09:31:23,669.13
2026-05-07 09:31:24,669.12
2026-05-07 09:31:25,667.27
2026-05-07 09:31:26,665.25
2026-05-07 09:31:27,662.5
2026-05-07 09:31:28,658.54
2026-05-07 09:31:29,658.54
2026-05-07 09:31:30,658.74
2026-05-07 09:31:31,657.57
2026-05-07 09:31:32,656.27
2026-05-07 09:31:33,656.69
2026-05-07 09:31:34,656.56
2026-05-07 09:31:35,657.51
2026-05-07 09:31:36,660.76
2026-05-07 09:31:37,661.1
2026-05-07 09:31:38,661.05
