timestamp,flow_m3h
2026-05-12 11:43:22,19.28
2026-05-12 11:43:23,13.11
2026-05-12 11:43:26,13.45
2026-05-12 11:43:27,11.68
2026-05-12 11:43:28,10.98
2026-05-12 11:43:29,10.98
2026-05-12 11:43:30,10.23
2026-05-12 11:43:32,10.07
2026-05-12 11:43:33,9.62
2026-05-12 11:43:34,9.91
2026-05-12 11:43:35,11.08
2026-05-12 11:43:36,11.08
2026-05-12 11:43:41,13.59
2026-05-12 11:43:42,15.74
2026-05-12 11:43:43,15.74
2026-05-12 11:43:44,15.74
2026-05-12 11:43:45,16.73
2026-05-12 11:43:46,16.73
2026-05-12 11:43:47,16.7
2026-05-12 11:43:48,15.88
2026-05-12 11:43:49,15.76
2026-05-12 11:43:50,15.35
2026-05-12 11:43:51,14.68
2026-05-12 11:43:52,14.38
2026-05-12 11:43:53,14.38
2026-05-12 11:43:55,14.4
2026-05-12 11:43:56,14.74
2026-05-12 11:43:57,14.74
2026-05-12 11:43:58,14.46
2026-05-12 11:43:59,14.25
2026-05-12 11:44:00,14.59
2026-05-12 11:44:01,14.59
2026-05-12 11:44:02,14.68
2026-05-12 11:44:03,14.89
2026-05-12 11:44:04,15.02
2026-05-12 11:44:05,14.41
2026-05-12 11:44:06,14.79
2026-05-12 11:44:07,16.56
2026-05-12 11:44:08,16.7
2026-05-12 11:44:09,16.35
2026-05-12 11:44:10,16.16
2026-05-12 11:44:11,16.5
2026-05-12 11:44:12,16.5
2026-05-12 11:44:13,16.5
2026-05-12 11:44:14,16.7
2026-05-12 11:44:15,16.61
2026-05-12 11:44:16,16.61
2026-05-12 11:44:17,16.43
2026-05-12 11:44:18,16.21
2026-05-12 11:44:19,16.04
2026-05-12 11:44:20,15.62
2026-05-12 11:44:21,15.41
2026-05-12 11:44:22,14.94
2026-05-12 11:44:23,14.94
2026-05-12 11:44:24,14.3
2026-05-12 11:44:25,14.3
2026-05-12 11:44:26,14.37
2026-05-12 11:44:27,14.37
2026-05-12 11:44:28,14.33
2026-05-12 11:44:29,14.5
2026-05-12 11:44:30,14.34
2026-05-12 11:44:31,14.3
2026-05-12 11:44:32,14.2
2026-05-12 11:44:33,14.21
2026-05-12 11:44:34,14.04
2026-05-12 11:44:35,13.96
2026-05-12 11:44:36,14.06
2026-05-12 11:44:37,13.99
2026-05-12 11:44:38,14.01
2026-05-12 11:44:39,13.99
2026-05-12 11:44:40,14.02
2026-05-12 11:44:41,14.19
2026-05-12 11:44:42,14.11
2026-05-12 11:44:43,14.11
2026-05-12 11:44:44,14.14
2026-05-12 11:44:45,14.14
