timestamp,flow_m3h
2026-05-12 09:40:12,-45.32
2026-05-12 09:40:13,-45.32
2026-05-12 09:40:14,-44.06
2026-05-12 09:40:16,-44.59
2026-05-12 09:40:17,-43.81
2026-05-12 09:40:18,-37.83
2026-05-12 09:40:19,-37.74
2026-05-12 09:40:20,-38.07
2026-05-12 09:40:21,-44.15
2026-05-12 09:40:22,-45.55
2026-05-12 09:40:23,-44.4
2026-05-12 09:40:24,-40.83
2026-05-12 09:40:25,-41.89
2026-05-12 09:40:26,-43.18
2026-05-12 09:40:27,-45.77
2026-05-12 09:40:28,-45.54
2026-05-12 09:40:29,-43.4
2026-05-12 09:40:30,-43.55
2026-05-12 09:40:31,-43.55
2026-05-12 09:40:32,-43.71
2026-05-12 09:40:33,-44.76
2026-05-12 09:40:34,-43.62
2026-05-12 09:40:35,-43.1
2026-05-12 09:40:36,-44.64
2026-05-12 09:40:37,-44.49
2026-05-12 09:40:38,-44.67
2026-05-12 09:40:39,-44.04
2026-05-12 09:40:40,-43.78
2026-05-12 09:40:41,-43.2
2026-05-12 09:40:42,-42.91
2026-05-12 09:40:43,-42.72
2026-05-12 09:40:44,-42.0
2026-05-12 09:40:45,-41.8
2026-05-12 09:40:46,-41.41
2026-05-12 09:40:47,-41.78
2026-05-12 09:40:48,-41.18
2026-05-12 09:40:49,-40.7
2026-05-12 09:40:50,-40.51
2026-05-12 09:40:51,-41.42
2026-05-12 09:40:52,-41.52
2026-05-12 09:40:53,-41.53
2026-05-12 09:40:54,-41.23
2026-05-12 09:40:55,-41.41
2026-05-12 09:40:56,-41.59
2026-05-12 09:40:57,-41.9
2026-05-12 09:40:58,-42.54
2026-05-12 09:40:59,-43.01
2026-05-12 09:41:00,-43.17
2026-05-12 09:41:01,-43.17
2026-05-12 09:41:02,-43.26
2026-05-12 09:41:03,-43.26
2026-05-12 09:41:04,-43.34
2026-05-12 09:41:05,-43.64
2026-05-12 09:41:06,-43.62
2026-05-12 09:41:07,-43.73
2026-05-12 09:41:08,-44.42
2026-05-12 09:41:09,-44.2
2026-05-12 09:41:10,-44.05
2026-05-12 09:41:11,-44.01
2026-05-12 09:41:12,-43.75
2026-05-12 09:41:13,-44.1
2026-05-12 09:41:14,-44.1
2026-05-12 09:41:15,-43.8
2026-05-12 09:41:16,-43.39
2026-05-12 09:41:17,-43.27
2026-05-12 09:41:18,-43.53
2026-05-12 09:41:19,-42.71
2026-05-12 09:41:20,-42.09
2026-05-12 09:41:21,-41.6
2026-05-12 09:41:22,-40.99
2026-05-12 09:41:23,-40.78
2026-05-12 09:41:24,-40.72
2026-05-12 09:41:25,-40.62
2026-05-12 09:41:26,-40.55
2026-05-12 09:41:27,-40.55
2026-05-12 09:41:28,-41.01
2026-05-12 09:41:29,-41.34
2026-05-12 09:41:30,-41.43
2026-05-12 09:41:31,-41.83
2026-05-12 09:41:32,-42.07
2026-05-12 09:41:33,-42.81
2026-05-12 09:41:34,-43.45
2026-05-12 09:41:35,-43.57
2026-05-12 09:41:36,-44.17
2026-05-12 09:41:37,-44.78
2026-05-12 09:41:38,-44.76
2026-05-12 09:41:39,-45.02
2026-05-12 09:41:40,-45.04
2026-05-12 09:41:41,-44.73
2026-05-12 09:41:42,-44.67
2026-05-12 09:41:43,-44.22
2026-05-12 09:41:44,-44.71
2026-05-12 09:41:45,-44.23
2026-05-12 09:41:46,-44.23
2026-05-12 09:41:47,-44.33
2026-05-12 09:41:48,-44.42
2026-05-12 09:41:49,-44.42
2026-05-12 09:41:50,-44.03
2026-05-12 09:41:51,-44.16
2026-05-12 09:41:52,-44.34
2026-05-12 09:41:53,-44.01
2026-05-12 09:41:54,-44.38
