timestamp,flow_m3h
2026-05-04 12:01:42,91.6
2026-05-04 12:01:43,89.38
2026-05-04 12:01:44,84.31
2026-05-04 12:01:45,82.26
2026-05-04 12:01:46,78.87
2026-05-04 12:01:47,76.87
2026-05-04 12:01:48,76.87
2026-05-04 12:01:49,71.73
2026-05-04 12:01:50,71.73
2026-05-04 12:01:51,78.99
2026-05-04 12:01:52,80.36
2026-05-04 12:01:53,85.27
2026-05-04 12:01:54,85.55
2026-05-04 12:01:55,86.26
2026-05-04 12:01:56,83.7
2026-05-04 12:01:57,81.53
2026-05-04 12:01:58,84.47
2026-05-04 12:01:59,88.64
2026-05-04 12:02:00,89.69
2026-05-04 12:02:01,90.08
2026-05-04 12:02:02,89.51
2026-05-04 12:02:03,89.18
2026-05-04 12:02:04,89.37
2026-05-04 12:02:05,89.36
2026-05-04 12:02:06,89.58
2026-05-04 12:02:07,89.56
2026-05-04 12:02:08,89.9
2026-05-04 12:02:09,89.96
2026-05-04 12:02:10,90.31
2026-05-04 12:02:11,90.28
2026-05-04 12:02:12,90.42
2026-05-04 12:02:13,90.52
2026-05-04 12:02:14,90.07
2026-05-04 12:02:15,88.72
2026-05-04 12:02:16,87.63
2026-05-04 12:02:17,86.91
2026-05-04 12:02:18,86.22
2026-05-04 12:02:19,85.61
2026-05-04 12:02:20,85.37
2026-05-04 12:02:21,85.42
2026-05-04 12:02:22,85.36
2026-05-04 12:02:23,85.25
2026-05-04 12:02:24,85.25
2026-05-04 12:02:25,85.26
2026-05-04 12:02:26,85.31
2026-05-04 12:02:27,85.34
2026-05-04 12:02:28,85.46
2026-05-04 12:02:29,85.39
2026-05-04 12:02:30,85.43
2026-05-04 12:02:31,85.55
2026-05-04 12:02:32,85.48
2026-05-04 12:02:42,84.46
2026-05-04 12:02:43,83.99
2026-05-04 12:02:44,83.59
2026-05-04 12:02:45,82.35
2026-05-04 12:02:46,82.35
2026-05-04 12:02:47,80.66
2026-05-04 12:02:48,80.25
2026-05-04 12:02:49,80.12
2026-05-04 12:02:50,80.23
