timestamp,flow_m3h
2026-05-07 11:12:17,-19.9
2026-05-07 11:12:18,-19.9
2026-05-07 11:12:19,-20.37
2026-05-07 11:12:20,-20.18
2026-05-07 11:12:21,-20.99
2026-05-07 11:12:22,-20.99
2026-05-07 11:12:23,-20.2
2026-05-07 11:12:25,-19.19
2026-05-07 11:12:26,-19.56
2026-05-07 11:12:27,-19.56
2026-05-07 11:12:28,-15.41
2026-05-07 11:12:29,-14.38
2026-05-07 11:12:31,-14.14
2026-05-07 11:12:32,-17.2
2026-05-07 11:12:33,-19.63
2026-05-07 11:12:34,-20.56
2026-05-07 11:12:35,-20.92
2026-05-07 11:12:36,-21.02
2026-05-07 11:12:37,-19.79
2026-05-07 11:12:38,-20.75
2026-05-07 11:12:39,-20.19
2026-05-07 11:12:40,-20.19
2026-05-07 11:12:41,-20.46
2026-05-07 11:12:42,-20.32
2026-05-07 11:12:43,-20.51
