datetime,cabal_m3h
2026-03-16 08:58:32,
2026-03-16 08:58:42,1.10927667701617
2026-03-16 08:58:52,0.471614225534722
2026-03-16 08:59:02,0.460049032699317
2026-03-16 08:59:12,0.394685406354256
2026-03-16 08:59:22,0.537851848639548
2026-03-16 08:59:32,1.50952177355066
2026-03-16 08:59:42,2.7537745423615
2026-03-16 08:59:52,2.18263522256166
2026-03-16 09:00:02,1.91528981085867
2026-03-16 09:00:12,1.355765608605
2026-03-16 09:00:22,1.28608621889725
2026-03-16 09:00:32,0.967739860061556
2026-03-16 09:00:42,0.641972478479147
2026-03-16 09:00:52,0.489439599914476
2026-03-16 09:01:02,0.561521138297394
2026-03-16 09:01:12,0.458247709320858
2026-03-16 09:01:22,0.62071701977402
2026-03-16 09:01:32,0.526184815680608
2026-03-16 09:01:42,0.555504503427073
2026-03-16 09:01:52,0.550545140868053
2026-03-16 09:02:02,0.474907003808767
2026-03-16 09:02:12,0.609084300231189
2026-03-16 09:02:22,0.626731768716127
2026-03-16 09:02:32,0.789174257079139
2026-03-16 09:02:42,0.444616429740563
2026-03-16 09:02:52,0.577547284774482
2026-03-16 09:03:02,0.663766579236835
2026-03-16 09:03:12,
2026-03-16 09:03:22,
2026-03-16 09:03:32,0.420328712789342
2026-03-16 09:03:42,
2026-03-16 09:03:52,
2026-03-16 09:04:02,
2026-03-16 09:04:12,
2026-03-16 09:04:22,-0.992796930950135
2026-03-16 09:04:32,1.75513259600848
2026-03-16 09:04:42,1.26857034629211
2026-03-16 09:04:52,1.31840358953923
2026-03-16 09:05:02,1.26071377890185
2026-03-16 09:05:12,1.27311103278771
2026-03-16 09:05:22,1.18530179606751
2026-03-16 09:05:32,1.23948084656149
2026-03-16 09:05:42,1.20508329709992
2026-03-16 09:05:52,1.12007518764585
2026-03-16 09:06:02,1.26469769747928
2026-03-16 09:06:12,1.17179467342794
2026-03-16 09:06:22,1.25793329207227
2026-03-16 09:06:32,1.2310245539993
2026-03-16 09:06:42,1.17026246152818
2026-03-16 09:06:52,1.27978941891342
2026-03-16 09:07:02,1.20484357466921
2026-03-16 09:07:12,1.24967460287735
2026-03-16 09:07:22,1.27024410758168
2026-03-16 09:07:32,1.39121655374765
2026-03-16 09:07:42,1.27392323920503
2026-03-16 09:07:52,1.37668149545789
2026-03-16 09:08:02,1.46393564064056
2026-03-16 09:08:12,1.49277766468003
2026-03-16 09:08:22,1.54821096220985
2026-03-16 09:08:32,1.5065609710291
2026-03-16 09:08:42,1.44523750059307
2026-03-16 09:08:52,1.49193140678108
2026-03-16 09:09:02,1.50047707138583
2026-03-16 09:09:12,1.48568238364533
2026-03-16 09:09:22,1.54820771422237
2026-03-16 09:09:32,1.44248373107985
2026-03-16 09:09:42,1.43988712225109
2026-03-16 09:09:52,1.51963831158355
2026-03-16 09:10:02,1.54194622300565
2026-03-16 09:10:12,1.50600284105167
2026-03-16 09:10:22,1.50506218196824
2026-03-16 09:10:32,1.50774994399399
2026-03-16 09:10:42,1.57716226531193
2026-03-16 09:10:52,1.5071700210683
2026-03-16 09:11:02,1.53034703107551
2026-03-16 09:11:12,1.46533604711294
2026-03-16 09:11:22,1.59158374881372
2026-03-16 09:11:32,1.53641689103097
2026-03-16 09:11:42,1.54013384599239
2026-03-16 09:11:52,1.47883059689775
2026-03-16 09:12:02,1.40169110381976
2026-03-16 09:12:12,1.43561015138403
2026-03-16 09:12:22,1.43726945389062
2026-03-16 09:12:32,1.40357095515355
2026-03-16 09:12:42,1.35419400176033
2026-03-16 09:12:52,1.45673757651821
2026-03-16 09:13:02,1.49628559593111
2026-03-16 09:13:12,1.41920372843742
2026-03-16 09:13:22,1.39710588846356
2026-03-16 09:13:32,1.3948512612842
2026-03-16 09:13:42,1.52198272990063
2026-03-16 09:13:52,1.40350788133219
2026-03-16 09:14:02,1.53034168761224
2026-03-16 09:14:12,1.3865175540559
2026-03-16 09:14:22,1.42849056283012
2026-03-16 09:14:32,1.48536984343082
2026-03-16 09:14:42,1.35843147290871
2026-03-16 09:14:52,1.45904920063913
2026-03-16 09:15:02,1.3029818306677
2026-03-16 09:15:12,1.29996748873964
2026-03-16 09:15:22,1.28148151561618
2026-03-16 09:15:32,1.30447066621855
2026-03-16 09:15:42,1.20660628890619
2026-03-16 09:15:52,1.27157609676942
2026-03-16 09:16:02,1.29026616923511
2026-03-16 09:16:12,1.2840541312471
2026-03-16 09:16:22,1.18809045525268
2026-03-16 09:16:32,1.17052617715672
2026-03-16 09:16:42,1.19679390918463
2026-03-16 09:16:52,1.19322919053957
2026-03-16 09:17:02,1.06535529484972
2026-03-16 09:17:12,1.12448019208387
2026-03-16 09:17:22,1.12150985514745
2026-03-16 09:17:32,1.08126875711605
2026-03-16 09:17:42,1.04828114854172
2026-03-16 09:17:52,1.14148152060807
2026-03-16 09:18:02,0.992752611637115
2026-03-16 09:18:12,1.00960149429739
2026-03-16 09:18:22,0.967334175948054
2026-03-16 09:18:32,0.906782364472747
2026-03-16 09:18:42,0.969601899851114
2026-03-16 09:18:52,0.951652263756841
2026-03-16 09:19:02,0.857359991641715
2026-03-16 09:19:12,0.898718135431409
2026-03-16 09:19:22,0.835522671695799
2026-03-16 09:19:32,0.876844511367381
2026-03-16 09:19:42,0.842128240037709
2026-03-16 09:19:52,0.79194824793376
2026-03-16 09:20:02,0.787091301754117
2026-03-16 09:20:12,0.83019623416476
2026-03-16 09:20:22,0.871514825848863
2026-03-16 09:20:32,0.801591208437458
2026-03-16 09:20:42,0.76847446616739
2026-03-16 09:20:52,0.791231018956751
2026-03-16 09:21:02,0.821422110311687
2026-03-16 09:21:12,0.747998472070321
2026-03-16 09:21:22,0.725699833128601
2026-03-16 09:21:32,0.773920031497255
2026-03-16 09:21:42,0.774040102260187
2026-03-16 09:21:52,0.757506169611588
2026-03-16 09:22:02,0.750806566793472
2026-03-16 09:22:12,0.74968779226765
2026-03-16 09:22:22,0.736461620545015
2026-03-16 09:22:32,0.678453873842955
2026-03-16 09:22:42,0.661733601009473
2026-03-16 09:22:52,0.626247189939022
2026-03-16 09:23:02,0.687547714915127
2026-03-16 09:23:12,0.665101764025167
2026-03-16 09:23:22,0.670805596746504
2026-03-16 09:23:32,0.616027711657807
2026-03-16 09:23:42,0.554792513139546
2026-03-16 09:23:52,0.584581115981564
2026-03-16 09:24:02,0.588865840109065
2026-03-16 09:24:12,0.611344375647604
2026-03-16 09:24:22,0.586989027215168
2026-03-16 09:24:32,0.655569654190913
2026-03-16 09:24:42,0.634929270017892
2026-03-16 09:24:52,0.627449573948979
2026-03-16 09:25:02,0.542892253724858
2026-03-16 09:25:12,0.562500196974725
2026-03-16 09:25:22,0.579355313675478
2026-03-16 09:25:32,0.615115236723796
2026-03-16 09:25:42,0.614862417569384
2026-03-16 09:25:52,0.586479459889233
2026-03-16 09:26:02,0.577922374941409
2026-03-16 09:26:12,0.620848248945549
2026-03-16 09:26:22,0.537112721940503
2026-03-16 09:26:32,0.527432357193902
2026-03-16 09:26:42,0.546719954581931
2026-03-16 09:26:52,0.583269138587639
2026-03-16 09:27:02,0.573306565638632
2026-03-16 09:27:12,0.562299974262714
2026-03-16 09:27:22,0.544098357204348
2026-03-16 09:27:32,0.531396892620251
2026-03-16 09:27:42,0.508335081394762
2026-03-16 09:27:52,0.562601094134152
2026-03-16 09:28:02,0.475944945355877
2026-03-16 09:28:12,0.468787166755646
2026-03-16 09:28:22,0.496139202732593
2026-03-16 09:28:32,0.454060215270147
2026-03-16 09:28:42,0.493481091689318
2026-03-16 09:28:52,0.456674164161086
2026-03-16 09:29:02,0.411568681010976
2026-03-16 09:29:12,0.479308655485511
2026-03-16 09:29:22,0.46121443156153
2026-03-16 09:29:32,0.511081411968917
2026-03-16 09:29:42,0.508041243301705
2026-03-16 09:29:52,0.441134377615526
2026-03-16 09:30:02,0.454234296921641
2026-03-16 09:30:12,0.458466057898477
2026-03-16 09:30:22,0.404247717233375
2026-03-16 09:30:32,0.435052730608732
2026-03-16 09:30:42,0.350167625583708
2026-03-16 09:30:52,0.372239350690506
2026-03-16 09:31:02,0.339418803923763
2026-03-16 09:31:12,0.385359700885601
2026-03-16 09:31:22,0.344666634919122
2026-03-16 09:31:32,0.301461800700054
2026-03-16 09:31:42,0.325593430898152
2026-03-16 09:31:52,0.273832271341234
2026-03-16 09:32:02,0.327481716522016
2026-03-16 09:32:12,0.322226865682751
2026-03-16 09:32:22,0.274883676320314
2026-03-16 09:32:32,0.216284717316739
2026-03-16 09:32:42,0.243578891968355
2026-03-16 09:32:52,0.236498986487277
2026-03-16 09:33:02,0.207762024365366
2026-03-16 09:33:12,0.199251524463762
2026-03-16 09:33:22,0.241538527188823
