datetime,cabal_m3h
2025-10-15 09:39:00,223.57611694335924
2025-10-15 09:39:10,226.3656417846678
2025-10-15 09:39:20,227.66425323486337
2025-10-15 09:39:30,227.50182037353528
2025-10-15 09:39:40,227.12967224121093
2025-10-15 09:39:50,225.82269744873048
2025-10-15 09:40:00,225.42367401123047
2025-10-15 09:40:10,225.96064453125
2025-10-15 09:40:20,224.93459014892568
2025-10-15 09:40:30,225.9342086791993
2025-10-15 09:40:40,226.97263641357432
2025-10-15 09:40:50,227.6347274780274
2025-10-15 09:41:00,227.2596954345702
2025-10-15 09:41:10,226.1942687988281
2025-10-15 09:41:20,225.1035598754884
2025-10-15 09:41:30,228.4131088256836
2025-10-15 09:41:40,225.93816375732436
2025-10-15 09:41:50,228.45661468505855
2025-10-15 09:42:00,226.56840820312505
2025-10-15 09:42:10,228.01541748046887
2025-10-15 09:42:20,227.29806518554693
2025-10-15 09:42:30,229.0247039794921
2025-10-15 09:42:40,227.1868148803713
2025-10-15 09:42:50,226.20138244628905
2025-10-15 09:43:00,227.1989273071288
2025-10-15 09:43:10,226.3345916748048
2025-10-15 09:43:20,225.1082427978517
2025-10-15 09:43:30,227.9550613403322
2025-10-15 09:43:40,227.72850952148423
2025-10-15 09:43:50,226.79684143066405
2025-10-15 09:44:00,
2025-10-15 09:44:10,
2025-10-15 09:44:20,
2025-10-15 09:44:30,212.57502593994144
2025-10-15 09:44:40,203.79129180908225
