timestamp,flow_m3h
2026-05-04 11:51:20,11.24
2026-05-04 11:51:21,11.24
2026-05-04 11:51:22,11.24
2026-05-04 11:51:23,11.24
2026-05-04 11:51:24,7.67
2026-05-04 11:51:25,5.12
2026-05-04 11:51:26,3.64
2026-05-04 11:51:27,2.85
2026-05-04 11:51:28,2.85
2026-05-04 11:51:29,0.0
2026-05-04 11:51:30,0.0
2026-05-04 11:51:31,0.0
2026-05-04 11:51:32,0.0
2026-05-04 11:51:33,0.0
2026-05-04 11:51:34,0.0
2026-05-04 11:51:35,0.0
2026-05-04 11:51:36,0.0
2026-05-04 11:51:37,0.0
2026-05-04 11:51:38,0.0
2026-05-04 11:51:39,0.0
2026-05-04 11:51:40,0.0
2026-05-04 11:51:41,0.0
2026-05-04 11:51:42,0.0
2026-05-04 11:51:43,0.0
