timestamp,flow_m3h
2026-05-12 09:23:31,177.35
2026-05-12 09:23:32,177.35
2026-05-12 09:23:33,180.66
2026-05-12 09:23:34,182.58
2026-05-12 09:23:35,182.58
2026-05-12 09:23:36,185.6
2026-05-12 09:23:37,187.38
2026-05-12 09:23:38,188.73
2026-05-12 09:23:39,188.54
2026-05-12 09:23:40,189.32
2026-05-12 09:23:41,190.21
2026-05-12 09:23:42,192.22
2026-05-12 09:23:43,194.3
2026-05-12 09:23:44,194.04
2026-05-12 09:23:45,194.21
2026-05-12 09:23:46,193.74
2026-05-12 09:23:47,192.75
2026-05-12 09:23:48,193.49
2026-05-12 09:23:49,193.23
2026-05-12 09:23:50,192.7
2026-05-12 09:23:51,192.0
2026-05-12 09:23:52,192.25
2026-05-12 09:23:53,191.88
2026-05-12 09:23:54,192.83
2026-05-12 09:23:55,192.23
2026-05-12 09:23:56,192.48
2026-05-12 09:23:57,191.81
2026-05-12 09:23:58,191.69
2026-05-12 09:23:59,191.12
2026-05-12 09:24:00,190.94
2026-05-12 09:24:01,190.65
2026-05-12 09:24:02,190.56
2026-05-12 09:24:03,190.43
2026-05-12 09:24:04,189.75
2026-05-12 09:24:05,190.21
2026-05-12 09:24:06,189.58
2026-05-12 09:24:07,189.82
2026-05-12 09:24:08,190.43
2026-05-12 09:24:09,189.96
2026-05-12 09:24:10,190.69
2026-05-12 09:24:11,190.66
2026-05-12 09:24:12,191.15
2026-05-12 09:24:13,191.43
2026-05-12 09:24:14,191.77
2026-05-12 09:24:15,192.35
2026-05-12 09:24:16,192.98
2026-05-12 09:24:17,193.04
2026-05-12 09:24:18,193.46
2026-05-12 09:24:19,193.12
2026-05-12 09:24:20,192.69
2026-05-12 09:24:21,192.25
2026-05-12 09:24:22,192.54
2026-05-12 09:24:23,193.43
2026-05-12 09:24:24,193.05
2026-05-12 09:24:25,192.43
2026-05-12 09:24:26,192.36
2026-05-12 09:24:27,192.6
2026-05-12 09:24:28,192.44
2026-05-12 09:24:29,192.23
