timestamp,flow_m3h
2026-05-06 09:31:32,-3.71
2026-05-06 09:31:33,-4.23
2026-05-06 09:31:34,-7.4
2026-05-06 09:31:36,-8.05
2026-05-06 09:31:37,-8.05
2026-05-06 09:31:38,-8.38
2026-05-06 09:31:39,-8.34
2026-05-06 09:31:40,-8.28
2026-05-06 09:31:41,-8.41
2026-05-06 09:31:42,-8.2
2026-05-06 09:31:43,-7.7
2026-05-06 09:31:44,-8.03
2026-05-06 09:31:45,-8.27
2026-05-06 09:31:46,-8.55
2026-05-06 09:31:47,-8.6
2026-05-06 09:31:48,-6.22
2026-05-06 09:31:49,-5.15
2026-05-06 09:31:50,-5.15
2026-05-06 09:31:51,-5.64
2026-05-06 09:31:52,-6.57
2026-05-06 09:31:53,-6.98
2026-05-06 09:31:54,-6.32
2026-05-06 09:31:55,-5.2
2026-05-06 09:31:56,-5.43
2026-05-06 09:31:57,-5.98
2026-05-06 09:31:58,-6.3
2026-05-06 09:31:59,-6.35
2026-05-06 09:32:00,-6.45
2026-05-06 09:32:01,-6.75
2026-05-06 09:32:02,-6.74
2026-05-06 09:32:03,-6.82
2026-05-06 09:32:04,-6.84
2026-05-06 09:32:05,-6.98
