timestamp,flow_m3h
2026-05-18 09:07:42,776.45
2026-05-18 09:07:43,776.45
2026-05-18 09:07:44,770.25
2026-05-18 09:07:45,764.45
2026-05-18 09:07:46,785.74
2026-05-18 09:07:47,779.06
2026-05-18 09:07:48,779.06
2026-05-18 09:07:49,762.85
2026-05-18 09:07:50,768.54
2026-05-18 09:07:51,798.04
2026-05-18 09:07:52,775.36
2026-05-18 09:07:53,771.05
2026-05-18 09:07:54,763.42
2026-05-18 09:07:55,768.69
2026-05-18 09:07:56,788.46
2026-05-18 09:07:57,779.06
2026-05-18 09:07:58,761.31
2026-05-18 09:07:59,776.65
2026-05-18 09:08:00,776.65
2026-05-18 09:08:01,777.78
2026-05-18 09:08:02,785.71
2026-05-18 09:08:03,793.51
2026-05-18 09:08:04,791.95
2026-05-18 09:08:05,783.64
2026-05-18 09:08:06,789.93
2026-05-18 09:08:07,790.55
2026-05-18 09:08:08,787.98
2026-05-18 09:08:09,787.87
2026-05-18 09:08:10,785.34
2026-05-18 09:08:11,780.36
2026-05-18 09:08:12,776.85
2026-05-18 09:08:13,775.95
2026-05-18 09:08:14,769.86
2026-05-18 09:08:15,769.92
2026-05-18 09:08:16,768.24
2026-05-18 09:08:17,764.92
2026-05-18 09:08:18,760.18
2026-05-18 09:08:19,757.45
2026-05-18 09:08:20,756.65
2026-05-18 09:08:21,757.98
2026-05-18 09:08:22,760.06
2026-05-18 09:08:23,761.86
2026-05-18 09:08:24,768.67
2026-05-18 09:08:25,769.77
2026-05-18 09:08:26,770.03
2026-05-18 09:08:27,770.35
2026-05-18 09:08:28,770.07
2026-05-18 09:08:29,770.35
2026-05-18 09:08:32,770.9
2026-05-18 09:08:33,769.61
2026-05-18 09:08:34,768.92
2026-05-18 09:08:35,767.69
