timestamp,flow_m3h
2026-05-04 09:21:29,2.58
2026-05-04 09:21:30,2.58
2026-05-04 09:21:45,4.1
2026-05-04 09:21:46,3.57
2026-05-04 09:21:50,3.13
2026-05-04 09:21:51,3.13
2026-05-04 09:22:10,1.61
2026-05-04 09:22:14,1.83
2026-05-04 09:22:26,1.9
2026-05-04 09:22:28,2.2
2026-05-04 09:22:29,2.2
2026-05-04 09:22:30,2.35
2026-05-04 09:22:31,1.72
2026-05-04 09:22:34,1.81
2026-05-04 09:22:37,1.58
2026-05-04 09:22:39,2.08
2026-05-04 09:22:40,2.08
2026-05-04 09:22:41,1.87
2026-05-04 09:22:42,1.84
2026-05-04 09:22:45,1.94
2026-05-04 09:22:56,2.36
2026-05-04 09:22:57,3.7
2026-05-04 09:22:58,3.7
