Index	Date	Trigger	A Flow velocity [m/s]	A Mass flow rate [kg/h]	A Sound speed [m/s]	A Transducer temp. (->) [°C]	A Transducer temp. (>-) [°C]	A Amplitude [%]	A Gain [dB]	A Quality [%]	A Volumetric flow rate [m³/h]	A SCNR [dB]	A SNR [dB]	A VariAmp [%]	A VariTime [%]	A Diag.: error bits	A Event trigger R1	A Event trigger R2	A Event trigger R3	A Event trigger R4	A NoiseTrek activated	A Gain  > limit	A Flow vel. > limit	A Flow vel. < cut-off flow	A Pig detected	A FastFood activated	A Transducer temp. violation	A Last value is held	A Fluid temp. (Calculated) [°C]
1	12/5/2025 4:45:20 AM		4.31899976730347	206.341655552387	521.223022460938	132	127	31	102.809997558594	76	87.1944844722748	19	13	9	97	0	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
2	12/5/2025 4:45:21 AM		4.31899976730347	206.341655552387	521.223022460938	132	127	31	102.809997558594	76	87.1944844722748	19	13	9	97	0	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
3	12/5/2025 4:45:22 AM		NaN	NaN	∞	132	127	30	104.300003051758	1	NaN	19	13	9	254	2	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
4	12/5/2025 4:45:23 AM		NaN	NaN	519.630981445312	132	127	31	102.809997558594	80	NaN	20	13	9	102	3	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
5	12/5/2025 4:45:24 AM		4.58199977874756	218.911492824554	517.72802734375	132	127	31	102.809997558594	29	92.5040781497955	19	13	9	215	0	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
6	12/5/2025 4:45:25 AM		4.73899984359741	226.371815800667	515.856018066406	132	127	31	102.809997558594	35	95.6736847758293	18	13	9	213	0	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
7	12/5/2025 4:45:26 AM		4.19799995422363	200.555554032326	515.856018066406	132	127	31	102.809997558594	35	84.7516626119614	18	13	9	213	0	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
8	12/5/2025 4:45:27 AM		NaN	NaN	514.223022460938	132	127	31	102.809997558594	81	NaN	20	13	9	100	3	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
9	12/5/2025 4:45:28 AM		NaN	NaN	∞	132	127	31	102.809997558594	0	NaN	20	13	10	220	2	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
10	12/5/2025 4:45:29 AM		NaN	NaN	512.655029296875	132	127	31	102.809997558594	82	NaN	19	13	10	102	3	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
11	12/5/2025 4:45:30 AM		NaN	NaN	512.655029296875	132	127	31	102.809997558594	82	NaN	19	13	10	102	3	0	0	0	0	0	0	0	0	0	0	0	0	130.606060606061
